province_code,forecast_year,forecast_month,rainfall_mm,n_runs,province,region_en,season,quarter
84,2024,9,250.1036454,6,สุราษฎร์ธานี,South,Rainy/Monsoon,Q3
85,2024,9,457.9065122,6,ระนอง,South,Rainy/Monsoon,Q3
86,2024,9,322.7014129,6,ชุมพร,South,Rainy/Monsoon,Q3
90,2024,9,119.6941023,6,สงขลา,South,Rainy/Monsoon,Q3
91,2024,9,131.0510253,6,สตูล,South,Rainy/Monsoon,Q3
92,2024,9,245.7716928,6,ตรัง,South,Rainy/Monsoon,Q3
93,2024,9,161.7236524,6,พัทลุง,South,Rainy/Monsoon,Q3
94,2024,9,196.4379863,6,ปัตตานี,South,Rainy/Monsoon,Q3
95,2024,9,183.935517,6,ยะลา,South,Rainy/Monsoon,Q3
96,2024,9,224.3214001,6,นราธิวาส,South,Rainy/Monsoon,Q3
10,2024,10,120.1637204,6,กรุงเทพมหานคร,Central,Rainy/Monsoon,Q4
11,2024,10,112.8488183,6,สมุทรปราการ,Central,Rainy/Monsoon,Q4
12,2024,10,144.0487057,6,นนทบุรี,Central,Rainy/Monsoon,Q4
13,2024,10,129.2439512,6,ปทุมธานี,Central,Rainy/Monsoon,Q4
14,2024,10,140.1473052,6,พระนครศรีอยุธยา,Central,Rainy/Monsoon,Q4
15,2024,10,138.4624065,6,อ่างทอง,Central,Rainy/Monsoon,Q4
16,2024,10,54.992241580000005,6,ลพบุรี,Central,Rainy/Monsoon,Q4
17,2024,10,93.61391924000002,6,สิงห์บุรี,Central,Rainy/Monsoon,Q4
18,2024,10,93.57752965000002,6,ชัยนาท,Central,Rainy/Monsoon,Q4
19,2024,10,91.01878066,6,สระบุรี,Central,Rainy/Monsoon,Q4
20,2024,10,143.6406154,6,ชลบุรี,East,Rainy/Monsoon,Q4
21,2024,10,178.4031267,6,ระยอง,East,Rainy/Monsoon,Q4
22,2024,10,194.03460069999997,6,จันทบุรี,East,Rainy/Monsoon,Q4
23,2024,10,238.4963309,6,ตราด,East,Rainy/Monsoon,Q4
24,2024,10,118.2372618,6,ฉะเชิงเทรา,East,Rainy/Monsoon,Q4
25,2024,10,95.12148132,6,ปราจีนบุรี,East,Rainy/Monsoon,Q4
26,2024,10,99.18164624,6,นครนายก,East,Rainy/Monsoon,Q4
27,2024,10,151.9009333,6,สระแก้ว,East,Rainy/Monsoon,Q4
30,2024,10,84.08686565,6,นครราชสีมา,Northeast,Rainy/Monsoon,Q4
31,2024,10,123.1993084,6,บุรีรัมย์,Northeast,Rainy/Monsoon,Q4
32,2024,10,90.39016652,6,สุรินทร์,Northeast,Rainy/Monsoon,Q4
33,2024,10,56.69020828,6,ศรีสะเกษ,Northeast,Rainy/Monsoon,Q4
34,2024,10,31.39691462,6,อุบลราชธานี,Northeast,Rainy/Monsoon,Q4
35,2024,10,30.003064229999996,6,ยโสธร,Northeast,Rainy/Monsoon,Q4
36,2024,10,20.51216882,6,ชัยภูมิ,Northeast,Rainy/Monsoon,Q4
37,2024,10,27.13255981,6,อำนาจเจริญ,Northeast,Rainy/Monsoon,Q4
38,2024,10,37.47360743,6,บึงกาฬ,Northeast,Rainy/Monsoon,Q4
39,2024,10,16.19195747,6,หนองบัวลำภู,Northeast,Rainy/Monsoon,Q4
40,2024,10,10.82617941,6,ขอนแก่น,Northeast,Rainy/Monsoon,Q4
41,2024,10,22.315419860000002,6,อุดรธานี,Northeast,Rainy/Monsoon,Q4
42,2024,10,20.41700034,6,เลย,Northeast,Rainy/Monsoon,Q4
43,2024,10,31.08415617,6,หนองคาย,Northeast,Rainy/Monsoon,Q4
44,2024,10,20.46319,6,มหาสารคาม,Northeast,Rainy/Monsoon,Q4
45,2024,10,30.10442394,6,ร้อยเอ็ด,Northeast,Rainy/Monsoon,Q4
46,2024,10,28.24802773,6,กาฬสินธุ์,Northeast,Rainy/Monsoon,Q4
47,2024,10,46.158312349999996,6,สกลนคร,Northeast,Rainy/Monsoon,Q4
48,2024,10,38.7005766,6,นครพนม,Northeast,Rainy/Monsoon,Q4
49,2024,10,29.25950044,6,มุกดาหาร,Northeast,Rainy/Monsoon,Q4
50,2024,10,54.90638988999999,6,เชียงใหม่,North,Rainy/Monsoon,Q4
51,2024,10,86.6352246,6,ลำพูน,North,Rainy/Monsoon,Q4
52,2024,10,83.58886727,6,ลำปาง,North,Rainy/Monsoon,Q4
53,2024,10,46.35813699,6,อุตรดิตถ์,North,Rainy/Monsoon,Q4
54,2024,10,60.029167269999995,6,แพร่,North,Rainy/Monsoon,Q4
55,2024,10,50.89150105000001,6,น่าน,North,Rainy/Monsoon,Q4
56,2024,10,57.69769276,6,พะเยา,North,Rainy/Monsoon,Q4
57,2024,10,73.63546577,6,เชียงราย,North,Rainy/Monsoon,Q4
58,2024,10,47.47657041,6,แม่ฮ่องสอน,North,Rainy/Monsoon,Q4
60,2024,10,63.906192,6,นครสวรรค์,Central,Rainy/Monsoon,Q4
61,2024,10,104.990657,6,อุทัยธานี,Central,Rainy/Monsoon,Q4
62,2024,10,72.63417094,6,กำแพงเพชร,North,Rainy/Monsoon,Q4
63,2024,10,97.54658305,6,ตาก,North,Rainy/Monsoon,Q4
64,2024,10,72.56825096,6,สุโขทัย,North,Rainy/Monsoon,Q4
65,2024,10,48.12085941,6,พิษณุโลก,North,Rainy/Monsoon,Q4
66,2024,10,54.84170959,6,พิจิตร,North,Rainy/Monsoon,Q4
67,2024,10,24.51110962,6,เพชรบูรณ์,North,Rainy/Monsoon,Q4
70,2024,10,225.7928508,6,ราชบุรี,Central,Rainy/Monsoon,Q4
71,2024,10,168.407888,6,กาญจนบุรี,Central,Rainy/Monsoon,Q4
72,2024,10,195.8451489,6,สุพรรณบุรี,Central,Rainy/Monsoon,Q4
73,2024,10,216.3833706,6,นครปฐม,Central,Rainy/Monsoon,Q4
74,2024,10,144.578174,6,สมุทรสาคร,Central,Rainy/Monsoon,Q4
75,2024,10,173.3825504,6,สมุทรสงคราม,Central,Rainy/Monsoon,Q4
76,2024,10,222.9778922,6,เพชรบุรี,South,Rainy/Monsoon,Q4
77,2024,10,279.6587604,6,ประจวบคีรีขันธ์,South,Rainy/Monsoon,Q4
80,2024,10,463.2376252000001,6,นครศรีธรรมราช,South,Rainy/Monsoon,Q4
81,2024,10,310.3474146,6,กระบี่,South,Rainy/Monsoon,Q4
82,2024,10,310.8341187,6,พังงา,South,Rainy/Monsoon,Q4
83,2024,10,254.8628052,6,ภูเก็ต,South,Rainy/Monsoon,Q4
84,2024,10,309.2248958,6,สุราษฎร์ธานี,South,Rainy/Monsoon,Q4
85,2024,10,462.9103886,6,ระนอง,South,Rainy/Monsoon,Q4
86,2024,10,404.0981279999999,6,ชุมพร,South,Rainy/Monsoon,Q4
90,2024,10,312.1100206,6,สงขลา,South,Rainy/Monsoon,Q4
91,2024,10,307.9962878,6,สตูล,South,Rainy/Monsoon,Q4
92,2024,10,327.2900367,6,ตรัง,South,Rainy/Monsoon,Q4
93,2024,10,345.93438570000006,6,พัทลุง,South,Rainy/Monsoon,Q4
94,2024,10,284.1020014,6,ปัตตานี,South,Rainy/Monsoon,Q4
95,2024,10,318.3359365,6,ยะลา,South,Rainy/Monsoon,Q4
96,2024,10,376.7911899,6,นราธิวาส,South,Rainy/Monsoon,Q4
10,2024,11,42.28935066,6,กรุงเทพมหานคร,Central,Cool/Dry,Q4
11,2024,11,51.65086404000001,6,สมุทรปราการ,Central,Cool/Dry,Q4
12,2024,11,39.8418762,6,นนทบุรี,Central,Cool/Dry,Q4
13,2024,11,37.92839115,6,ปทุมธานี,Central,Cool/Dry,Q4
14,2024,11,27.17483099,6,พระนครศรีอยุธยา,Central,Cool/Dry,Q4
15,2024,11,19.19084788,6,อ่างทอง,Central,Cool/Dry,Q4
16,2024,11,15.557281080000001,6,ลพบุรี,Central,Cool/Dry,Q4
17,2024,11,23.247219,6,สิงห์บุรี,Central,Cool/Dry,Q4
18,2024,11,27.85834206,6,ชัยนาท,Central,Cool/Dry,Q4
19,2024,11,18.29561308,6,สระบุรี,Central,Cool/Dry,Q4
20,2024,11,69.63913425,6,ชลบุรี,East,Cool/Dry,Q4
21,2024,11,92.93098331,6,ระยอง,East,Cool/Dry,Q4
22,2024,11,119.09312519999999,6,จันทบุรี,East,Cool/Dry,Q4
23,2024,11,146.8238086,6,ตราด,East,Cool/Dry,Q4
24,2024,11,57.34011123,6,ฉะเชิงเทรา,East,Cool/Dry,Q4
25,2024,11,43.30411528,6,ปราจีนบุรี,East,Cool/Dry,Q4
26,2024,11,39.32475449,6,นครนายก,East,Cool/Dry,Q4
27,2024,11,68.44218949,6,สระแก้ว,East,Cool/Dry,Q4
30,2024,11,15.50116459,6,นครราชสีมา,Northeast,Cool/Dry,Q4
31,2024,11,14.61105751,6,บุรีรัมย์,Northeast,Cool/Dry,Q4
32,2024,11,6.153712426000001,6,สุรินทร์,Northeast,Cool/Dry,Q4
33,2024,11,4.22905,6,ศรีสะเกษ,Northeast,Cool/Dry,Q4
34,2024,11,3.213450389,6,อุบลราชธานี,Northeast,Cool/Dry,Q4
35,2024,11,1.991400463,6,ยโสธร,Northeast,Cool/Dry,Q4
36,2024,11,3.473615967,6,ชัยภูมิ,Northeast,Cool/Dry,Q4
37,2024,11,2.151852791,6,อำนาจเจริญ,Northeast,Cool/Dry,Q4
38,2024,11,0.8590067769999999,6,บึงกาฬ,Northeast,Cool/Dry,Q4
39,2024,11,0.539123313,6,หนองบัวลำภู,Northeast,Cool/Dry,Q4
40,2024,11,0.83876056,6,ขอนแก่น,Northeast,Cool/Dry,Q4
41,2024,11,0.467633205,6,อุดรธานี,Northeast,Cool/Dry,Q4
42,2024,11,1.4980114460000002,6,เลย,Northeast,Cool/Dry,Q4
43,2024,11,0.748808925,6,หนองคาย,Northeast,Cool/Dry,Q4
44,2024,11,1.762594787,6,มหาสารคาม,Northeast,Cool/Dry,Q4
45,2024,11,1.9162564259999997,6,ร้อยเอ็ด,Northeast,Cool/Dry,Q4
46,2024,11,1.063345321,6,กาฬสินธุ์,Northeast,Cool/Dry,Q4
47,2024,11,1.192993828,6,สกลนคร,Northeast,Cool/Dry,Q4
48,2024,11,0.9264625409999999,6,นครพนม,Northeast,Cool/Dry,Q4
49,2024,11,0.572587352,6,มุกดาหาร,Northeast,Cool/Dry,Q4
50,2024,11,21.36728241,6,เชียงใหม่,North,Cool/Dry,Q4
51,2024,11,22.92368078,6,ลำพูน,North,Cool/Dry,Q4
52,2024,11,26.8133327,6,ลำปาง,North,Cool/Dry,Q4
53,2024,11,5.385211711,6,อุตรดิตถ์,North,Cool/Dry,Q4
54,2024,11,12.31915282,6,แพร่,North,Cool/Dry,Q4
55,2024,11,8.048171249,6,น่าน,North,Cool/Dry,Q4
56,2024,11,17.16556975,6,พะเยา,North,Cool/Dry,Q4
57,2024,11,26.83044415,6,เชียงราย,North,Cool/Dry,Q4
58,2024,11,15.86859637,6,แม่ฮ่องสอน,North,Cool/Dry,Q4
60,2024,11,19.9865564,6,นครสวรรค์,Central,Cool/Dry,Q4
61,2024,11,21.768077130000005,6,อุทัยธานี,Central,Cool/Dry,Q4
62,2024,11,6.0609019,6,กำแพงเพชร,North,Cool/Dry,Q4
63,2024,11,7.6130774489999995,6,ตาก,North,Cool/Dry,Q4
64,2024,11,4.771071298,6,สุโขทัย,North,Cool/Dry,Q4
65,2024,11,2.666521207,6,พิษณุโลก,North,Cool/Dry,Q4
66,2024,11,8.556753427,6,พิจิตร,North,Cool/Dry,Q4
67,2024,11,6.978206799,6,เพชรบูรณ์,North,Cool/Dry,Q4
70,2024,11,96.63945521,6,ราชบุรี,Central,Cool/Dry,Q4
71,2024,11,40.83265822,6,กาญจนบุรี,Central,Cool/Dry,Q4
72,2024,11,28.24068387,6,สุพรรณบุรี,Central,Cool/Dry,Q4
73,2024,11,56.71326443,6,นครปฐม,Central,Cool/Dry,Q4
74,2024,11,51.03029035,6,สมุทรสาคร,Central,Cool/Dry,Q4
75,2024,11,87.04533318,6,สมุทรสงคราม,Central,Cool/Dry,Q4
76,2024,11,276.0325437,6,เพชรบุรี,South,Cool/Dry,Q4
77,2024,11,476.8083043,6,ประจวบคีรีขันธ์,South,Cool/Dry,Q4
80,2024,11,506.5993213,6,นครศรีธรรมราช,South,Cool/Dry,Q4
81,2024,11,326.6727735,6,กระบี่,South,Cool/Dry,Q4
82,2024,11,325.1317058,6,พังงา,South,Cool/Dry,Q4
83,2024,11,273.4126691,6,ภูเก็ต,South,Cool/Dry,Q4
84,2024,11,414.9370389,6,สุราษฎร์ธานี,South,Cool/Dry,Q4
85,2024,11,339.8622021,6,ระนอง,South,Cool/Dry,Q4
86,2024,11,415.4892924,6,ชุมพร,South,Cool/Dry,Q4
90,2024,11,377.3991285,6,สงขลา,South,Cool/Dry,Q4
91,2024,11,331.3662708,6,สตูล,South,Cool/Dry,Q4
92,2024,11,239.2316981,6,ตรัง,South,Cool/Dry,Q4
93,2024,11,342.3130299,6,พัทลุง,South,Cool/Dry,Q4
94,2024,11,409.7346918,6,ปัตตานี,South,Cool/Dry,Q4
95,2024,11,463.67354240000003,6,ยะลา,South,Cool/Dry,Q4
96,2024,11,639.8648419,6,นราธิวาส,South,Cool/Dry,Q4
10,2024,12,6.177196337000001,6,กรุงเทพมหานคร,Central,Cool/Dry,Q4
11,2024,12,5.696531127,6,สมุทรปราการ,Central,Cool/Dry,Q4
12,2024,12,5.100187619,6,นนทบุรี,Central,Cool/Dry,Q4
13,2024,12,4.731979485,6,ปทุมธานี,Central,Cool/Dry,Q4
14,2024,12,2.807328638,6,พระนครศรีอยุธยา,Central,Cool/Dry,Q4
15,2024,12,0.8931920190000001,6,อ่างทอง,Central,Cool/Dry,Q4
16,2024,12,0.066651368,6,ลพบุรี,Central,Cool/Dry,Q4
17,2024,12,0.3912103740000001,6,สิงห์บุรี,Central,Cool/Dry,Q4
18,2024,12,0.44291211199999997,6,ชัยนาท,Central,Cool/Dry,Q4
19,2024,12,0.600670981,6,สระบุรี,Central,Cool/Dry,Q4
20,2024,12,3.359483219,6,ชลบุรี,East,Cool/Dry,Q4
21,2024,12,4.46835792,6,ระยอง,East,Cool/Dry,Q4
22,2024,12,2.638278965,6,จันทบุรี,East,Cool/Dry,Q4
23,2024,12,6.211654681,6,ตราด,East,Cool/Dry,Q4
24,2024,12,2.132624623,6,ฉะเชิงเทรา,East,Cool/Dry,Q4
25,2024,12,0.11387473200000002,6,ปราจีนบุรี,East,Cool/Dry,Q4
26,2024,12,1.413867188,6,นครนายก,East,Cool/Dry,Q4
27,2024,12,0.175636842,6,สระแก้ว,East,Cool/Dry,Q4
30,2024,12,0.000512997,6,นครราชสีมา,Northeast,Cool/Dry,Q4
31,2024,12,0.0,6,บุรีรัมย์,Northeast,Cool/Dry,Q4
32,2024,12,0.0,6,สุรินทร์,Northeast,Cool/Dry,Q4
33,2024,12,0.0,6,ศรีสะเกษ,Northeast,Cool/Dry,Q4
34,2024,12,0.0,6,อุบลราชธานี,Northeast,Cool/Dry,Q4
35,2024,12,0.0,6,ยโสธร,Northeast,Cool/Dry,Q4
36,2024,12,0.0,6,ชัยภูมิ,Northeast,Cool/Dry,Q4
37,2024,12,0.0,6,อำนาจเจริญ,Northeast,Cool/Dry,Q4
38,2024,12,0.0,6,บึงกาฬ,Northeast,Cool/Dry,Q4
39,2024,12,0.0,6,หนองบัวลำภู,Northeast,Cool/Dry,Q4
40,2024,12,0.0,6,ขอนแก่น,Northeast,Cool/Dry,Q4
41,2024,12,0.0,6,อุดรธานี,Northeast,Cool/Dry,Q4
42,2024,12,0.0,6,เลย,Northeast,Cool/Dry,Q4
43,2024,12,0.0,6,หนองคาย,Northeast,Cool/Dry,Q4
44,2024,12,0.0,6,มหาสารคาม,Northeast,Cool/Dry,Q4
45,2024,12,0.0,6,ร้อยเอ็ด,Northeast,Cool/Dry,Q4
46,2024,12,0.0,6,กาฬสินธุ์,Northeast,Cool/Dry,Q4
47,2024,12,0.0,6,สกลนคร,Northeast,Cool/Dry,Q4
48,2024,12,0.0,6,นครพนม,Northeast,Cool/Dry,Q4
49,2024,12,0.0,6,มุกดาหาร,Northeast,Cool/Dry,Q4
50,2024,12,0.0,6,เชียงใหม่,North,Cool/Dry,Q4
51,2024,12,0.0,6,ลำพูน,North,Cool/Dry,Q4
52,2024,12,0.0,6,ลำปาง,North,Cool/Dry,Q4
53,2024,12,0.0,6,อุตรดิตถ์,North,Cool/Dry,Q4
54,2024,12,0.0,6,แพร่,North,Cool/Dry,Q4
55,2024,12,0.0,6,น่าน,North,Cool/Dry,Q4
56,2024,12,0.0,6,พะเยา,North,Cool/Dry,Q4
57,2024,12,0.0,6,เชียงราย,North,Cool/Dry,Q4
58,2024,12,0.0,6,แม่ฮ่องสอน,North,Cool/Dry,Q4
60,2024,12,0.073618953,6,นครสวรรค์,Central,Cool/Dry,Q4
61,2024,12,0.293329763,6,อุทัยธานี,Central,Cool/Dry,Q4
62,2024,12,0.01749549,6,กำแพงเพชร,North,Cool/Dry,Q4
63,2024,12,0.017374557,6,ตาก,North,Cool/Dry,Q4
64,2024,12,0.0,6,สุโขทัย,North,Cool/Dry,Q4
65,2024,12,0.0,6,พิษณุโลก,North,Cool/Dry,Q4
66,2024,12,0.014402740000000002,6,พิจิตร,North,Cool/Dry,Q4
67,2024,12,0.001769268,6,เพชรบูรณ์,North,Cool/Dry,Q4
70,2024,12,2.532920129,6,ราชบุรี,Central,Cool/Dry,Q4
71,2024,12,0.300180042,6,กาญจนบุรี,Central,Cool/Dry,Q4
72,2024,12,0.854581953,6,สุพรรณบุรี,Central,Cool/Dry,Q4
73,2024,12,2.735701509,6,นครปฐม,Central,Cool/Dry,Q4
74,2024,12,5.660331947,6,สมุทรสาคร,Central,Cool/Dry,Q4
75,2024,12,4.619072478,6,สมุทรสงคราม,Central,Cool/Dry,Q4
76,2024,12,6.424460882000001,6,เพชรบุรี,South,Cool/Dry,Q4
77,2024,12,21.81882032,6,ประจวบคีรีขันธ์,South,Cool/Dry,Q4
80,2024,12,433.8844625,6,นครศรีธรรมราช,South,Cool/Dry,Q4
81,2024,12,210.0063719,6,กระบี่,South,Cool/Dry,Q4
82,2024,12,130.1497287,6,พังงา,South,Cool/Dry,Q4
83,2024,12,98.32529418,6,ภูเก็ต,South,Cool/Dry,Q4
84,2024,12,193.9967656,6,สุราษฎร์ธานี,South,Cool/Dry,Q4
85,2024,12,74.92056184,6,ระนอง,South,Cool/Dry,Q4
86,2024,12,92.04938748,6,ชุมพร,South,Cool/Dry,Q4
90,2024,12,695.4704753,6,สงขลา,South,Cool/Dry,Q4
91,2024,12,598.7826822,6,สตูล,South,Cool/Dry,Q4
92,2024,12,321.6515152,6,ตรัง,South,Cool/Dry,Q4
93,2024,12,533.804063,6,พัทลุง,South,Cool/Dry,Q4
94,2024,12,868.6159168,6,ปัตตานี,South,Cool/Dry,Q4
95,2024,12,896.2029912000002,6,ยะลา,South,Cool/Dry,Q4
96,2024,12,1152.512503,6,นราธิวาส,South,Cool/Dry,Q4
10,2025,1,5.338791700683333,6,กรุงเทพมหานคร,Central,Cool/Dry,Q1
11,2025,1,4.230836506933334,6,สมุทรปราการ,Central,Cool/Dry,Q1
12,2025,1,4.901404000266667,6,นนทบุรี,Central,Cool/Dry,Q1
13,2025,1,4.412894320916666,6,ปทุมธานี,Central,Cool/Dry,Q1
14,2025,1,4.137490613783334,6,พระนครศรีอยุธยา,Central,Cool/Dry,Q1
15,2025,1,3.7734476334,6,อ่างทอง,Central,Cool/Dry,Q1
16,2025,1,4.566037572316667,6,ลพบุรี,Central,Cool/Dry,Q1
17,2025,1,4.260141690466667,6,สิงห์บุรี,Central,Cool/Dry,Q1
18,2025,1,4.324384008016667,6,ชัยนาท,Central,Cool/Dry,Q1
19,2025,1,8.3293829464,6,สระบุรี,Central,Cool/Dry,Q1
20,2025,1,8.505601577425,6,ชลบุรี,East,Cool/Dry,Q1
21,2025,1,13.762692566945,6,ระยอง,East,Cool/Dry,Q1
22,2025,1,10.467560608465,6,จันทบุรี,East,Cool/Dry,Q1
23,2025,1,43.77191493726667,6,ตราด,East,Cool/Dry,Q1
24,2025,1,4.9627196851,6,ฉะเชิงเทรา,East,Cool/Dry,Q1
25,2025,1,5.415617209968333,6,ปราจีนบุรี,East,Cool/Dry,Q1
26,2025,1,6.06511533135,6,นครนายก,East,Cool/Dry,Q1
27,2025,1,10.529007006733334,6,สระแก้ว,East,Cool/Dry,Q1
30,2025,1,8.176796451586666,6,นครราชสีมา,Northeast,Cool/Dry,Q1
31,2025,1,7.905299631118333,6,บุรีรัมย์,Northeast,Cool/Dry,Q1
32,2025,1,6.405197896468334,6,สุรินทร์,Northeast,Cool/Dry,Q1
33,2025,1,5.6436988292166665,6,ศรีสะเกษ,Northeast,Cool/Dry,Q1
34,2025,1,5.593740492800166,6,อุบลราชธานี,Northeast,Cool/Dry,Q1
35,2025,1,19.248315031058333,6,ยโสธร,Northeast,Cool/Dry,Q1
36,2025,1,7.892307813121666,6,ชัยภูมิ,Northeast,Cool/Dry,Q1
37,2025,1,16.005822444731667,6,อำนาจเจริญ,Northeast,Cool/Dry,Q1
38,2025,1,10.110287346575001,6,บึงกาฬ,Northeast,Cool/Dry,Q1
39,2025,1,4.57680894943,6,หนองบัวลำภู,Northeast,Cool/Dry,Q1
40,2025,1,4.205251041886666,6,ขอนแก่น,Northeast,Cool/Dry,Q1
41,2025,1,6.790936526046667,6,อุดรธานี,Northeast,Cool/Dry,Q1
42,2025,1,3.5784502328666665,6,เลย,Northeast,Cool/Dry,Q1
43,2025,1,3.6047385104416665,6,หนองคาย,Northeast,Cool/Dry,Q1
44,2025,1,7.708737201305001,6,มหาสารคาม,Northeast,Cool/Dry,Q1
45,2025,1,21.70112840978,6,ร้อยเอ็ด,Northeast,Cool/Dry,Q1
46,2025,1,14.367006232949999,6,กาฬสินธุ์,Northeast,Cool/Dry,Q1
47,2025,1,13.362341559905,6,สกลนคร,Northeast,Cool/Dry,Q1
48,2025,1,14.123139731590001,6,นครพนม,Northeast,Cool/Dry,Q1
49,2025,1,27.131457310415,6,มุกดาหาร,Northeast,Cool/Dry,Q1
50,2025,1,2.4682076750166666,6,เชียงใหม่,North,Cool/Dry,Q1
51,2025,1,1.114340386235,6,ลำพูน,North,Cool/Dry,Q1
52,2025,1,1.3360750479166665,6,ลำปาง,North,Cool/Dry,Q1
53,2025,1,2.58583197185,6,อุตรดิตถ์,North,Cool/Dry,Q1
54,2025,1,2.3491181969166663,6,แพร่,North,Cool/Dry,Q1
55,2025,1,1.268534660035,6,น่าน,North,Cool/Dry,Q1
56,2025,1,3.0244173867,6,พะเยา,North,Cool/Dry,Q1
57,2025,1,6.341040890883332,6,เชียงราย,North,Cool/Dry,Q1
58,2025,1,1.1224237718066667,6,แม่ฮ่องสอน,North,Cool/Dry,Q1
60,2025,1,1.8014384615683336,6,นครสวรรค์,Central,Cool/Dry,Q1
61,2025,1,3.2777370098999996,6,อุทัยธานี,Central,Cool/Dry,Q1
62,2025,1,1.7738908934416664,6,กำแพงเพชร,North,Cool/Dry,Q1
63,2025,1,1.4116345095483334,6,ตาก,North,Cool/Dry,Q1
64,2025,1,1.609179021815,6,สุโขทัย,North,Cool/Dry,Q1
65,2025,1,2.542981928061667,6,พิษณุโลก,North,Cool/Dry,Q1
66,2025,1,2.149857534036667,6,พิจิตร,North,Cool/Dry,Q1
67,2025,1,1.8178105943033334,6,เพชรบูรณ์,North,Cool/Dry,Q1
70,2025,1,0.8985895645183334,6,ราชบุรี,Central,Cool/Dry,Q1
71,2025,1,2.7730206665166666,6,กาญจนบุรี,Central,Cool/Dry,Q1
72,2025,1,2.6533844383000003,6,สุพรรณบุรี,Central,Cool/Dry,Q1
73,2025,1,2.0791261394166667,6,นครปฐม,Central,Cool/Dry,Q1
74,2025,1,3.6466389981666665,6,สมุทรสาคร,Central,Cool/Dry,Q1
75,2025,1,1.2428840592233332,6,สมุทรสงคราม,Central,Cool/Dry,Q1
76,2025,1,2.41191189975,6,เพชรบุรี,South,Cool/Dry,Q1
77,2025,1,8.999739930683335,6,ประจวบคีรีขันธ์,South,Cool/Dry,Q1
80,2025,1,41.76677142733333,6,นครศรีธรรมราช,South,Cool/Dry,Q1
81,2025,1,12.305358264916668,6,กระบี่,South,Cool/Dry,Q1
82,2025,1,20.689306088166667,6,พังงา,South,Cool/Dry,Q1
83,2025,1,11.276342394283333,6,ภูเก็ต,South,Cool/Dry,Q1
84,2025,1,25.655251019999998,6,สุราษฎร์ธานี,South,Cool/Dry,Q1
85,2025,1,19.226155093950002,6,ระนอง,South,Cool/Dry,Q1
86,2025,1,22.485685939333333,6,ชุมพร,South,Cool/Dry,Q1
90,2025,1,53.489219689500004,6,สงขลา,South,Cool/Dry,Q1
91,2025,1,37.928051397333334,6,สตูล,South,Cool/Dry,Q1
92,2025,1,26.985842037500003,6,ตรัง,South,Cool/Dry,Q1
93,2025,1,55.43688365766667,6,พัทลุง,South,Cool/Dry,Q1
94,2025,1,28.6858835725,6,ปัตตานี,South,Cool/Dry,Q1
95,2025,1,38.55370944683333,6,ยะลา,South,Cool/Dry,Q1
96,2025,1,44.254937719,6,นราธิวาส,South,Cool/Dry,Q1
10,2025,2,18.7190603597,6,กรุงเทพมหานคร,Central,Cool/Dry,Q1
11,2025,2,17.359025824499998,6,สมุทรปราการ,Central,Cool/Dry,Q1
12,2025,2,16.524940601066668,6,นนทบุรี,Central,Cool/Dry,Q1
13,2025,2,15.754639846533331,6,ปทุมธานี,Central,Cool/Dry,Q1
14,2025,2,10.805309861300001,6,พระนครศรีอยุธยา,Central,Cool/Dry,Q1
15,2025,2,15.3694846451,6,อ่างทอง,Central,Cool/Dry,Q1
16,2025,2,18.039061252333333,6,ลพบุรี,Central,Cool/Dry,Q1
17,2025,2,25.9382324948,6,สิงห์บุรี,Central,Cool/Dry,Q1
18,2025,2,39.60910213023333,6,ชัยนาท,Central,Cool/Dry,Q1
19,2025,2,13.991473662333334,6,สระบุรี,Central,Cool/Dry,Q1
20,2025,2,8.403942458833333,6,ชลบุรี,East,Cool/Dry,Q1
21,2025,2,13.786696168699999,6,ระยอง,East,Cool/Dry,Q1
22,2025,2,31.372852154633335,6,จันทบุรี,East,Cool/Dry,Q1
23,2025,2,45.33323322966667,6,ตราด,East,Cool/Dry,Q1
24,2025,2,20.3929971477,6,ฉะเชิงเทรา,East,Cool/Dry,Q1
25,2025,2,26.268983896833333,6,ปราจีนบุรี,East,Cool/Dry,Q1
26,2025,2,24.602168917033335,6,นครนายก,East,Cool/Dry,Q1
27,2025,2,20.982004093369998,6,สระแก้ว,East,Cool/Dry,Q1
30,2025,2,23.43985967238,6,นครราชสีมา,Northeast,Cool/Dry,Q1
31,2025,2,18.134258156626668,6,บุรีรัมย์,Northeast,Cool/Dry,Q1
32,2025,2,8.231612511546667,6,สุรินทร์,Northeast,Cool/Dry,Q1
33,2025,2,9.918201201953334,6,ศรีสะเกษ,Northeast,Cool/Dry,Q1
34,2025,2,17.646728144133334,6,อุบลราชธานี,Northeast,Cool/Dry,Q1
35,2025,2,4.849325808416666,6,ยโสธร,Northeast,Cool/Dry,Q1
36,2025,2,12.946794119366666,6,ชัยภูมิ,Northeast,Cool/Dry,Q1
37,2025,2,9.6116267894,6,อำนาจเจริญ,Northeast,Cool/Dry,Q1
38,2025,2,1.8076785517061433,6,บึงกาฬ,Northeast,Cool/Dry,Q1
39,2025,2,3.2753597800366663,6,หนองบัวลำภู,Northeast,Cool/Dry,Q1
40,2025,2,4.363804284124,6,ขอนแก่น,Northeast,Cool/Dry,Q1
41,2025,2,2.227340156123,6,อุดรธานี,Northeast,Cool/Dry,Q1
42,2025,2,4.73420865501,6,เลย,Northeast,Cool/Dry,Q1
