province_code,province,region_en,forecast_year,forecast_month,season,quarter,n_tambon,n_flood,n_flash,share_flood,share_flash,share_atrisk
10,กรุงเทพมหานคร,Central,2024,1,Cool/Dry,Q1,160,0,0,0.0,0.0,0.0
11,สมุทรปราการ,Central,2024,1,Cool/Dry,Q1,50,0,0,0.0,0.0,0.0
12,นนทบุรี,Central,2024,1,Cool/Dry,Q1,52,0,0,0.0,0.0,0.0
13,ปทุมธานี,Central,2024,1,Cool/Dry,Q1,60,0,0,0.0,0.0,0.0
14,พระนครศรีอยุธยา,Central,2024,1,Cool/Dry,Q1,209,0,0,0.0,0.0,0.0
15,อ่างทอง,Central,2024,1,Cool/Dry,Q1,73,0,0,0.0,0.0,0.0
16,ลพบุรี,Central,2024,1,Cool/Dry,Q1,121,0,0,0.0,0.0,0.0
17,สิงห์บุรี,Central,2024,1,Cool/Dry,Q1,43,0,0,0.0,0.0,0.0
18,ชัยนาท,Central,2024,1,Cool/Dry,Q1,53,0,0,0.0,0.0,0.0
19,สระบุรี,Central,2024,1,Cool/Dry,Q1,109,0,0,0.0,0.0,0.0
20,ชลบุรี,East,2024,1,Cool/Dry,Q1,93,0,0,0.0,0.0,0.0
21,ระยอง,East,2024,1,Cool/Dry,Q1,56,0,0,0.0,0.0,0.0
22,จันทบุรี,East,2024,1,Cool/Dry,Q1,76,0,0,0.0,0.0,0.0
23,ตราด,East,2024,1,Cool/Dry,Q1,37,0,0,0.0,0.0,0.0
24,ฉะเชิงเทรา,East,2024,1,Cool/Dry,Q1,93,0,0,0.0,0.0,0.0
25,ปราจีนบุรี,East,2024,1,Cool/Dry,Q1,64,0,0,0.0,0.0,0.0
26,นครนายก,East,2024,1,Cool/Dry,Q1,41,0,0,0.0,0.0,0.0
27,สระแก้ว,East,2024,1,Cool/Dry,Q1,59,0,0,0.0,0.0,0.0
30,นครราชสีมา,Northeast,2024,1,Cool/Dry,Q1,285,0,0,0.0,0.0,0.0
31,บุรีรัมย์,Northeast,2024,1,Cool/Dry,Q1,189,0,0,0.0,0.0,0.0
32,สุรินทร์,Northeast,2024,1,Cool/Dry,Q1,159,0,0,0.0,0.0,0.0
33,ศรีสะเกษ,Northeast,2024,1,Cool/Dry,Q1,205,0,0,0.0,0.0,0.0
34,อุบลราชธานี,Northeast,2024,1,Cool/Dry,Q1,218,0,0,0.0,0.0,0.0
35,ยโสธร,Northeast,2024,1,Cool/Dry,Q1,79,0,0,0.0,0.0,0.0
36,ชัยภูมิ,Northeast,2024,1,Cool/Dry,Q1,124,0,0,0.0,0.0,0.0
37,อำนาจเจริญ,Northeast,2024,1,Cool/Dry,Q1,56,0,0,0.0,0.0,0.0
38,บึงกาฬ,Northeast,2024,1,Cool/Dry,Q1,53,0,0,0.0,0.0,0.0
39,หนองบัวลำภู,Northeast,2024,1,Cool/Dry,Q1,59,0,0,0.0,0.0,0.0
40,ขอนแก่น,Northeast,2024,1,Cool/Dry,Q1,200,0,0,0.0,0.0,0.0
41,อุดรธานี,Northeast,2024,1,Cool/Dry,Q1,155,0,0,0.0,0.0,0.0
42,เลย,Northeast,2024,1,Cool/Dry,Q1,90,0,0,0.0,0.0,0.0
43,หนองคาย,Northeast,2024,1,Cool/Dry,Q1,62,0,0,0.0,0.0,0.0
44,มหาสารคาม,Northeast,2024,1,Cool/Dry,Q1,133,0,0,0.0,0.0,0.0
45,ร้อยเอ็ด,Northeast,2024,1,Cool/Dry,Q1,193,0,0,0.0,0.0,0.0
46,กาฬสินธุ์,Northeast,2024,1,Cool/Dry,Q1,135,0,0,0.0,0.0,0.0
47,สกลนคร,Northeast,2024,1,Cool/Dry,Q1,125,0,0,0.0,0.0,0.0
48,นครพนม,Northeast,2024,1,Cool/Dry,Q1,98,0,0,0.0,0.0,0.0
49,มุกดาหาร,Northeast,2024,1,Cool/Dry,Q1,53,0,0,0.0,0.0,0.0
50,เชียงใหม่,North,2024,1,Cool/Dry,Q1,204,0,0,0.0,0.0,0.0
51,ลำพูน,North,2024,1,Cool/Dry,Q1,51,0,0,0.0,0.0,0.0
52,ลำปาง,North,2024,1,Cool/Dry,Q1,96,0,0,0.0,0.0,0.0
53,อุตรดิตถ์,North,2024,1,Cool/Dry,Q1,67,0,0,0.0,0.0,0.0
54,แพร่,North,2024,1,Cool/Dry,Q1,78,0,0,0.0,0.0,0.0
55,น่าน,North,2024,1,Cool/Dry,Q1,99,0,0,0.0,0.0,0.0
56,พะเยา,North,2024,1,Cool/Dry,Q1,68,0,0,0.0,0.0,0.0
57,เชียงราย,North,2024,1,Cool/Dry,Q1,123,0,0,0.0,0.0,0.0
58,แม่ฮ่องสอน,North,2024,1,Cool/Dry,Q1,45,0,0,0.0,0.0,0.0
60,นครสวรรค์,Central,2024,1,Cool/Dry,Q1,130,0,0,0.0,0.0,0.0
61,อุทัยธานี,Central,2024,1,Cool/Dry,Q1,70,0,0,0.0,0.0,0.0
62,กำแพงเพชร,North,2024,1,Cool/Dry,Q1,78,0,0,0.0,0.0,0.0
63,ตาก,North,2024,1,Cool/Dry,Q1,60,0,0,0.0,0.0,0.0
64,สุโขทัย,North,2024,1,Cool/Dry,Q1,86,0,0,0.0,0.0,0.0
65,พิษณุโลก,North,2024,1,Cool/Dry,Q1,93,0,0,0.0,0.0,0.0
66,พิจิตร,North,2024,1,Cool/Dry,Q1,88,0,0,0.0,0.0,0.0
67,เพชรบูรณ์,North,2024,1,Cool/Dry,Q1,116,0,0,0.0,0.0,0.0
70,ราชบุรี,Central,2024,1,Cool/Dry,Q1,104,0,0,0.0,0.0,0.0
71,กาญจนบุรี,Central,2024,1,Cool/Dry,Q1,96,0,0,0.0,0.0,0.0
72,สุพรรณบุรี,Central,2024,1,Cool/Dry,Q1,110,0,0,0.0,0.0,0.0
73,นครปฐม,Central,2024,1,Cool/Dry,Q1,106,0,0,0.0,0.0,0.0
74,สมุทรสาคร,Central,2024,1,Cool/Dry,Q1,40,0,0,0.0,0.0,0.0
75,สมุทรสงคราม,Central,2024,1,Cool/Dry,Q1,36,0,0,0.0,0.0,0.0
76,เพชรบุรี,South,2024,1,Cool/Dry,Q1,93,0,0,0.0,0.0,0.0
77,ประจวบคีรีขันธ์,South,2024,1,Cool/Dry,Q1,42,0,3,0.0,0.07142857142857142,0.07142857142857142
80,นครศรีธรรมราช,South,2024,1,Cool/Dry,Q1,160,0,22,0.0,0.1375,0.1375
81,กระบี่,South,2024,1,Cool/Dry,Q1,50,0,1,0.0,0.02,0.02
82,พังงา,South,2024,1,Cool/Dry,Q1,48,0,0,0.0,0.0,0.0
83,ภูเก็ต,South,2024,1,Cool/Dry,Q1,17,0,0,0.0,0.0,0.0
84,สุราษฎร์ธานี,South,2024,1,Cool/Dry,Q1,123,0,9,0.0,0.07317073170731707,0.07317073170731707
85,ระนอง,South,2024,1,Cool/Dry,Q1,30,0,1,0.0,0.03333333333333333,0.03333333333333333
86,ชุมพร,South,2024,1,Cool/Dry,Q1,66,0,8,0.0,0.12121212121212122,0.12121212121212122
90,สงขลา,South,2024,1,Cool/Dry,Q1,124,0,4,0.0,0.03225806451612903,0.03225806451612903
91,สตูล,South,2024,1,Cool/Dry,Q1,36,0,0,0.0,0.0,0.0
92,ตรัง,South,2024,1,Cool/Dry,Q1,86,0,2,0.0,0.023255813953488372,0.023255813953488372
93,พัทลุง,South,2024,1,Cool/Dry,Q1,65,0,4,0.0,0.06153846153846154,0.06153846153846154
94,ปัตตานี,South,2024,1,Cool/Dry,Q1,114,0,2,0.0,0.017543859649122806,0.017543859649122806
95,ยะลา,South,2024,1,Cool/Dry,Q1,56,0,29,0.0,0.5178571428571429,0.5178571428571429
96,นราธิวาส,South,2024,1,Cool/Dry,Q1,77,0,3,0.0,0.03896103896103896,0.03896103896103896
10,กรุงเทพมหานคร,Central,2024,2,Cool/Dry,Q1,160,0,0,0.0,0.0,0.0
11,สมุทรปราการ,Central,2024,2,Cool/Dry,Q1,50,0,0,0.0,0.0,0.0
12,นนทบุรี,Central,2024,2,Cool/Dry,Q1,52,0,0,0.0,0.0,0.0
13,ปทุมธานี,Central,2024,2,Cool/Dry,Q1,60,0,0,0.0,0.0,0.0
14,พระนครศรีอยุธยา,Central,2024,2,Cool/Dry,Q1,209,0,0,0.0,0.0,0.0
15,อ่างทอง,Central,2024,2,Cool/Dry,Q1,73,0,0,0.0,0.0,0.0
16,ลพบุรี,Central,2024,2,Cool/Dry,Q1,121,0,0,0.0,0.0,0.0
17,สิงห์บุรี,Central,2024,2,Cool/Dry,Q1,43,0,0,0.0,0.0,0.0
18,ชัยนาท,Central,2024,2,Cool/Dry,Q1,53,0,0,0.0,0.0,0.0
19,สระบุรี,Central,2024,2,Cool/Dry,Q1,109,0,0,0.0,0.0,0.0
20,ชลบุรี,East,2024,2,Cool/Dry,Q1,93,0,0,0.0,0.0,0.0
21,ระยอง,East,2024,2,Cool/Dry,Q1,56,0,0,0.0,0.0,0.0
22,จันทบุรี,East,2024,2,Cool/Dry,Q1,76,0,0,0.0,0.0,0.0
23,ตราด,East,2024,2,Cool/Dry,Q1,37,0,0,0.0,0.0,0.0
24,ฉะเชิงเทรา,East,2024,2,Cool/Dry,Q1,93,0,0,0.0,0.0,0.0
25,ปราจีนบุรี,East,2024,2,Cool/Dry,Q1,64,0,0,0.0,0.0,0.0
26,นครนายก,East,2024,2,Cool/Dry,Q1,41,0,0,0.0,0.0,0.0
27,สระแก้ว,East,2024,2,Cool/Dry,Q1,59,0,0,0.0,0.0,0.0
30,นครราชสีมา,Northeast,2024,2,Cool/Dry,Q1,285,0,0,0.0,0.0,0.0
31,บุรีรัมย์,Northeast,2024,2,Cool/Dry,Q1,189,0,0,0.0,0.0,0.0
32,สุรินทร์,Northeast,2024,2,Cool/Dry,Q1,159,0,0,0.0,0.0,0.0
33,ศรีสะเกษ,Northeast,2024,2,Cool/Dry,Q1,205,0,0,0.0,0.0,0.0
34,อุบลราชธานี,Northeast,2024,2,Cool/Dry,Q1,218,0,0,0.0,0.0,0.0
35,ยโสธร,Northeast,2024,2,Cool/Dry,Q1,79,0,0,0.0,0.0,0.0
36,ชัยภูมิ,Northeast,2024,2,Cool/Dry,Q1,124,0,0,0.0,0.0,0.0
37,อำนาจเจริญ,Northeast,2024,2,Cool/Dry,Q1,56,0,0,0.0,0.0,0.0
38,บึงกาฬ,Northeast,2024,2,Cool/Dry,Q1,53,0,0,0.0,0.0,0.0
39,หนองบัวลำภู,Northeast,2024,2,Cool/Dry,Q1,59,0,0,0.0,0.0,0.0
40,ขอนแก่น,Northeast,2024,2,Cool/Dry,Q1,200,0,0,0.0,0.0,0.0
41,อุดรธานี,Northeast,2024,2,Cool/Dry,Q1,155,0,0,0.0,0.0,0.0
42,เลย,Northeast,2024,2,Cool/Dry,Q1,90,0,0,0.0,0.0,0.0
43,หนองคาย,Northeast,2024,2,Cool/Dry,Q1,62,0,0,0.0,0.0,0.0
44,มหาสารคาม,Northeast,2024,2,Cool/Dry,Q1,133,0,0,0.0,0.0,0.0
45,ร้อยเอ็ด,Northeast,2024,2,Cool/Dry,Q1,193,0,0,0.0,0.0,0.0
46,กาฬสินธุ์,Northeast,2024,2,Cool/Dry,Q1,135,0,0,0.0,0.0,0.0
47,สกลนคร,Northeast,2024,2,Cool/Dry,Q1,125,0,0,0.0,0.0,0.0
48,นครพนม,Northeast,2024,2,Cool/Dry,Q1,98,0,0,0.0,0.0,0.0
49,มุกดาหาร,Northeast,2024,2,Cool/Dry,Q1,53,0,0,0.0,0.0,0.0
50,เชียงใหม่,North,2024,2,Cool/Dry,Q1,204,0,0,0.0,0.0,0.0
51,ลำพูน,North,2024,2,Cool/Dry,Q1,51,0,0,0.0,0.0,0.0
52,ลำปาง,North,2024,2,Cool/Dry,Q1,96,0,0,0.0,0.0,0.0
53,อุตรดิตถ์,North,2024,2,Cool/Dry,Q1,67,0,0,0.0,0.0,0.0
54,แพร่,North,2024,2,Cool/Dry,Q1,78,0,0,0.0,0.0,0.0
55,น่าน,North,2024,2,Cool/Dry,Q1,99,0,0,0.0,0.0,0.0
56,พะเยา,North,2024,2,Cool/Dry,Q1,68,0,0,0.0,0.0,0.0
57,เชียงราย,North,2024,2,Cool/Dry,Q1,123,0,0,0.0,0.0,0.0
58,แม่ฮ่องสอน,North,2024,2,Cool/Dry,Q1,45,0,0,0.0,0.0,0.0
60,นครสวรรค์,Central,2024,2,Cool/Dry,Q1,130,0,0,0.0,0.0,0.0
61,อุทัยธานี,Central,2024,2,Cool/Dry,Q1,70,0,0,0.0,0.0,0.0
62,กำแพงเพชร,North,2024,2,Cool/Dry,Q1,78,0,0,0.0,0.0,0.0
63,ตาก,North,2024,2,Cool/Dry,Q1,60,0,0,0.0,0.0,0.0
64,สุโขทัย,North,2024,2,Cool/Dry,Q1,86,0,0,0.0,0.0,0.0
65,พิษณุโลก,North,2024,2,Cool/Dry,Q1,93,0,0,0.0,0.0,0.0
66,พิจิตร,North,2024,2,Cool/Dry,Q1,88,0,0,0.0,0.0,0.0
67,เพชรบูรณ์,North,2024,2,Cool/Dry,Q1,116,0,0,0.0,0.0,0.0
70,ราชบุรี,Central,2024,2,Cool/Dry,Q1,104,0,0,0.0,0.0,0.0
71,กาญจนบุรี,Central,2024,2,Cool/Dry,Q1,96,0,0,0.0,0.0,0.0
72,สุพรรณบุรี,Central,2024,2,Cool/Dry,Q1,110,0,0,0.0,0.0,0.0
73,นครปฐม,Central,2024,2,Cool/Dry,Q1,106,0,0,0.0,0.0,0.0
74,สมุทรสาคร,Central,2024,2,Cool/Dry,Q1,40,0,0,0.0,0.0,0.0
75,สมุทรสงคราม,Central,2024,2,Cool/Dry,Q1,36,0,0,0.0,0.0,0.0
76,เพชรบุรี,South,2024,2,Cool/Dry,Q1,93,0,0,0.0,0.0,0.0
77,ประจวบคีรีขันธ์,South,2024,2,Cool/Dry,Q1,48,0,0,0.0,0.0,0.0
80,นครศรีธรรมราช,South,2024,2,Cool/Dry,Q1,169,0,0,0.0,0.0,0.0
81,กระบี่,South,2024,2,Cool/Dry,Q1,52,0,0,0.0,0.0,0.0
82,พังงา,South,2024,2,Cool/Dry,Q1,48,0,0,0.0,0.0,0.0
83,ภูเก็ต,South,2024,2,Cool/Dry,Q1,17,0,0,0.0,0.0,0.0
84,สุราษฎร์ธานี,South,2024,2,Cool/Dry,Q1,131,0,0,0.0,0.0,0.0
85,ระนอง,South,2024,2,Cool/Dry,Q1,30,0,0,0.0,0.0,0.0
86,ชุมพร,South,2024,2,Cool/Dry,Q1,71,0,0,0.0,0.0,0.0
90,สงขลา,South,2024,2,Cool/Dry,Q1,127,0,0,0.0,0.0,0.0
91,สตูล,South,2024,2,Cool/Dry,Q1,36,0,0,0.0,0.0,0.0
92,ตรัง,South,2024,2,Cool/Dry,Q1,87,0,0,0.0,0.0,0.0
93,พัทลุง,South,2024,2,Cool/Dry,Q1,65,0,0,0.0,0.0,0.0
94,ปัตตานี,South,2024,2,Cool/Dry,Q1,115,0,0,0.0,0.0,0.0
95,ยะลา,South,2024,2,Cool/Dry,Q1,58,0,0,0.0,0.0,0.0
96,นราธิวาส,South,2024,2,Cool/Dry,Q1,77,0,0,0.0,0.0,0.0
10,กรุงเทพมหานคร,Central,2024,3,Hot,Q1,160,0,0,0.0,0.0,0.0
11,สมุทรปราการ,Central,2024,3,Hot,Q1,50,0,0,0.0,0.0,0.0
12,นนทบุรี,Central,2024,3,Hot,Q1,52,0,0,0.0,0.0,0.0
13,ปทุมธานี,Central,2024,3,Hot,Q1,60,0,0,0.0,0.0,0.0
14,พระนครศรีอยุธยา,Central,2024,3,Hot,Q1,209,0,0,0.0,0.0,0.0
15,อ่างทอง,Central,2024,3,Hot,Q1,73,0,0,0.0,0.0,0.0
16,ลพบุรี,Central,2024,3,Hot,Q1,121,0,0,0.0,0.0,0.0
17,สิงห์บุรี,Central,2024,3,Hot,Q1,43,0,0,0.0,0.0,0.0
18,ชัยนาท,Central,2024,3,Hot,Q1,53,0,0,0.0,0.0,0.0
19,สระบุรี,Central,2024,3,Hot,Q1,109,0,0,0.0,0.0,0.0
20,ชลบุรี,East,2024,3,Hot,Q1,93,0,0,0.0,0.0,0.0
21,ระยอง,East,2024,3,Hot,Q1,56,0,0,0.0,0.0,0.0
22,จันทบุรี,East,2024,3,Hot,Q1,76,0,0,0.0,0.0,0.0
23,ตราด,East,2024,3,Hot,Q1,37,0,0,0.0,0.0,0.0
24,ฉะเชิงเทรา,East,2024,3,Hot,Q1,93,0,0,0.0,0.0,0.0
25,ปราจีนบุรี,East,2024,3,Hot,Q1,64,0,0,0.0,0.0,0.0
26,นครนายก,East,2024,3,Hot,Q1,41,0,0,0.0,0.0,0.0
27,สระแก้ว,East,2024,3,Hot,Q1,59,0,0,0.0,0.0,0.0
30,นครราชสีมา,Northeast,2024,3,Hot,Q1,285,0,0,0.0,0.0,0.0
31,บุรีรัมย์,Northeast,2024,3,Hot,Q1,189,0,0,0.0,0.0,0.0
32,สุรินทร์,Northeast,2024,3,Hot,Q1,159,0,0,0.0,0.0,0.0
33,ศรีสะเกษ,Northeast,2024,3,Hot,Q1,205,0,0,0.0,0.0,0.0
34,อุบลราชธานี,Northeast,2024,3,Hot,Q1,218,0,0,0.0,0.0,0.0
35,ยโสธร,Northeast,2024,3,Hot,Q1,79,0,0,0.0,0.0,0.0
36,ชัยภูมิ,Northeast,2024,3,Hot,Q1,124,0,0,0.0,0.0,0.0
37,อำนาจเจริญ,Northeast,2024,3,Hot,Q1,56,0,0,0.0,0.0,0.0
38,บึงกาฬ,Northeast,2024,3,Hot,Q1,53,0,0,0.0,0.0,0.0
39,หนองบัวลำภู,Northeast,2024,3,Hot,Q1,59,0,0,0.0,0.0,0.0
40,ขอนแก่น,Northeast,2024,3,Hot,Q1,200,0,0,0.0,0.0,0.0
41,อุดรธานี,Northeast,2024,3,Hot,Q1,155,0,0,0.0,0.0,0.0
42,เลย,Northeast,2024,3,Hot,Q1,90,0,0,0.0,0.0,0.0
43,หนองคาย,Northeast,2024,3,Hot,Q1,62,0,0,0.0,0.0,0.0
44,มหาสารคาม,Northeast,2024,3,Hot,Q1,133,0,0,0.0,0.0,0.0
45,ร้อยเอ็ด,Northeast,2024,3,Hot,Q1,193,0,0,0.0,0.0,0.0
46,กาฬสินธุ์,Northeast,2024,3,Hot,Q1,135,0,0,0.0,0.0,0.0
47,สกลนคร,Northeast,2024,3,Hot,Q1,125,0,0,0.0,0.0,0.0
48,นครพนม,Northeast,2024,3,Hot,Q1,98,0,0,0.0,0.0,0.0
49,มุกดาหาร,Northeast,2024,3,Hot,Q1,53,0,0,0.0,0.0,0.0
50,เชียงใหม่,North,2024,3,Hot,Q1,204,0,0,0.0,0.0,0.0
51,ลำพูน,North,2024,3,Hot,Q1,51,0,0,0.0,0.0,0.0
52,ลำปาง,North,2024,3,Hot,Q1,96,0,0,0.0,0.0,0.0
53,อุตรดิตถ์,North,2024,3,Hot,Q1,67,0,0,0.0,0.0,0.0
54,แพร่,North,2024,3,Hot,Q1,78,0,0,0.0,0.0,0.0
55,น่าน,North,2024,3,Hot,Q1,99,0,0,0.0,0.0,0.0
56,พะเยา,North,2024,3,Hot,Q1,68,0,0,0.0,0.0,0.0
57,เชียงราย,North,2024,3,Hot,Q1,123,0,0,0.0,0.0,0.0
58,แม่ฮ่องสอน,North,2024,3,Hot,Q1,45,0,0,0.0,0.0,0.0
60,นครสวรรค์,Central,2024,3,Hot,Q1,130,0,0,0.0,0.0,0.0
61,อุทัยธานี,Central,2024,3,Hot,Q1,70,0,0,0.0,0.0,0.0
62,กำแพงเพชร,North,2024,3,Hot,Q1,78,0,0,0.0,0.0,0.0
63,ตาก,North,2024,3,Hot,Q1,60,0,0,0.0,0.0,0.0
64,สุโขทัย,North,2024,3,Hot,Q1,86,0,0,0.0,0.0,0.0
65,พิษณุโลก,North,2024,3,Hot,Q1,93,0,0,0.0,0.0,0.0
66,พิจิตร,North,2024,3,Hot,Q1,88,0,0,0.0,0.0,0.0
67,เพชรบูรณ์,North,2024,3,Hot,Q1,116,0,0,0.0,0.0,0.0
70,ราชบุรี,Central,2024,3,Hot,Q1,104,0,0,0.0,0.0,0.0
71,กาญจนบุรี,Central,2024,3,Hot,Q1,96,0,0,0.0,0.0,0.0
72,สุพรรณบุรี,Central,2024,3,Hot,Q1,110,0,0,0.0,0.0,0.0
73,นครปฐม,Central,2024,3,Hot,Q1,106,0,0,0.0,0.0,0.0
74,สมุทรสาคร,Central,2024,3,Hot,Q1,40,0,0,0.0,0.0,0.0
75,สมุทรสงคราม,Central,2024,3,Hot,Q1,36,0,0,0.0,0.0,0.0
76,เพชรบุรี,South,2024,3,Hot,Q1,93,0,0,0.0,0.0,0.0
77,ประจวบคีรีขันธ์,South,2024,3,Hot,Q1,48,0,0,0.0,0.0,0.0
80,นครศรีธรรมราช,South,2024,3,Hot,Q1,169,0,0,0.0,0.0,0.0
81,กระบี่,South,2024,3,Hot,Q1,52,0,0,0.0,0.0,0.0
82,พังงา,South,2024,3,Hot,Q1,48,0,0,0.0,0.0,0.0
83,ภูเก็ต,South,2024,3,Hot,Q1,17,0,0,0.0,0.0,0.0
84,สุราษฎร์ธานี,South,2024,3,Hot,Q1,131,0,0,0.0,0.0,0.0
85,ระนอง,South,2024,3,Hot,Q1,30,0,0,0.0,0.0,0.0
86,ชุมพร,South,2024,3,Hot,Q1,71,0,0,0.0,0.0,0.0
90,สงขลา,South,2024,3,Hot,Q1,127,0,0,0.0,0.0,0.0
91,สตูล,South,2024,3,Hot,Q1,36,0,0,0.0,0.0,0.0
92,ตรัง,South,2024,3,Hot,Q1,87,0,0,0.0,0.0,0.0
93,พัทลุง,South,2024,3,Hot,Q1,65,0,0,0.0,0.0,0.0
94,ปัตตานี,South,2024,3,Hot,Q1,115,0,0,0.0,0.0,0.0
95,ยะลา,South,2024,3,Hot,Q1,58,0,0,0.0,0.0,0.0
96,นราธิวาส,South,2024,3,Hot,Q1,77,0,0,0.0,0.0,0.0
10,กรุงเทพมหานคร,Central,2024,4,Hot,Q2,160,0,0,0.0,0.0,0.0
11,สมุทรปราการ,Central,2024,4,Hot,Q2,50,0,0,0.0,0.0,0.0
12,นนทบุรี,Central,2024,4,Hot,Q2,52,0,0,0.0,0.0,0.0
13,ปทุมธานี,Central,2024,4,Hot,Q2,60,0,0,0.0,0.0,0.0
14,พระนครศรีอยุธยา,Central,2024,4,Hot,Q2,209,0,0,0.0,0.0,0.0
15,อ่างทอง,Central,2024,4,Hot,Q2,73,0,0,0.0,0.0,0.0
16,ลพบุรี,Central,2024,4,Hot,Q2,121,0,0,0.0,0.0,0.0
17,สิงห์บุรี,Central,2024,4,Hot,Q2,43,0,0,0.0,0.0,0.0
18,ชัยนาท,Central,2024,4,Hot,Q2,53,0,0,0.0,0.0,0.0
19,สระบุรี,Central,2024,4,Hot,Q2,109,0,0,0.0,0.0,0.0
20,ชลบุรี,East,2024,4,Hot,Q2,93,0,0,0.0,0.0,0.0
21,ระยอง,East,2024,4,Hot,Q2,56,0,0,0.0,0.0,0.0
22,จันทบุรี,East,2024,4,Hot,Q2,76,0,0,0.0,0.0,0.0
23,ตราด,East,2024,4,Hot,Q2,37,0,0,0.0,0.0,0.0
24,ฉะเชิงเทรา,East,2024,4,Hot,Q2,93,0,0,0.0,0.0,0.0
25,ปราจีนบุรี,East,2024,4,Hot,Q2,64,0,0,0.0,0.0,0.0
26,นครนายก,East,2024,4,Hot,Q2,41,0,0,0.0,0.0,0.0
27,สระแก้ว,East,2024,4,Hot,Q2,59,0,0,0.0,0.0,0.0
30,นครราชสีมา,Northeast,2024,4,Hot,Q2,285,0,0,0.0,0.0,0.0
31,บุรีรัมย์,Northeast,2024,4,Hot,Q2,189,0,0,0.0,0.0,0.0
32,สุรินทร์,Northeast,2024,4,Hot,Q2,159,0,0,0.0,0.0,0.0
33,ศรีสะเกษ,Northeast,2024,4,Hot,Q2,205,0,0,0.0,0.0,0.0
34,อุบลราชธานี,Northeast,2024,4,Hot,Q2,218,0,0,0.0,0.0,0.0
35,ยโสธร,Northeast,2024,4,Hot,Q2,79,0,0,0.0,0.0,0.0
36,ชัยภูมิ,Northeast,2024,4,Hot,Q2,124,0,0,0.0,0.0,0.0
37,อำนาจเจริญ,Northeast,2024,4,Hot,Q2,56,0,0,0.0,0.0,0.0
38,บึงกาฬ,Northeast,2024,4,Hot,Q2,53,0,0,0.0,0.0,0.0
39,หนองบัวลำภู,Northeast,2024,4,Hot,Q2,59,0,0,0.0,0.0,0.0
40,ขอนแก่น,Northeast,2024,4,Hot,Q2,200,0,0,0.0,0.0,0.0
41,อุดรธานี,Northeast,2024,4,Hot,Q2,155,0,0,0.0,0.0,0.0
42,เลย,Northeast,2024,4,Hot,Q2,90,0,0,0.0,0.0,0.0
43,หนองคาย,Northeast,2024,4,Hot,Q2,62,0,0,0.0,0.0,0.0
44,มหาสารคาม,Northeast,2024,4,Hot,Q2,133,0,0,0.0,0.0,0.0
45,ร้อยเอ็ด,Northeast,2024,4,Hot,Q2,193,0,0,0.0,0.0,0.0
46,กาฬสินธุ์,Northeast,2024,4,Hot,Q2,135,0,0,0.0,0.0,0.0
47,สกลนคร,Northeast,2024,4,Hot,Q2,125,0,0,0.0,0.0,0.0
48,นครพนม,Northeast,2024,4,Hot,Q2,98,0,0,0.0,0.0,0.0
49,มุกดาหาร,Northeast,2024,4,Hot,Q2,53,0,0,0.0,0.0,0.0
50,เชียงใหม่,North,2024,4,Hot,Q2,204,0,0,0.0,0.0,0.0
51,ลำพูน,North,2024,4,Hot,Q2,51,0,0,0.0,0.0,0.0
52,ลำปาง,North,2024,4,Hot,Q2,96,0,0,0.0,0.0,0.0
53,อุตรดิตถ์,North,2024,4,Hot,Q2,67,0,0,0.0,0.0,0.0
54,แพร่,North,2024,4,Hot,Q2,78,0,0,0.0,0.0,0.0
55,น่าน,North,2024,4,Hot,Q2,99,0,0,0.0,0.0,0.0
56,พะเยา,North,2024,4,Hot,Q2,68,0,0,0.0,0.0,0.0
57,เชียงราย,North,2024,4,Hot,Q2,123,0,0,0.0,0.0,0.0
58,แม่ฮ่องสอน,North,2024,4,Hot,Q2,45,0,0,0.0,0.0,0.0
60,นครสวรรค์,Central,2024,4,Hot,Q2,130,0,0,0.0,0.0,0.0
61,อุทัยธานี,Central,2024,4,Hot,Q2,70,0,0,0.0,0.0,0.0
62,กำแพงเพชร,North,2024,4,Hot,Q2,78,0,0,0.0,0.0,0.0
63,ตาก,North,2024,4,Hot,Q2,60,0,0,0.0,0.0,0.0
64,สุโขทัย,North,2024,4,Hot,Q2,86,0,0,0.0,0.0,0.0
65,พิษณุโลก,North,2024,4,Hot,Q2,93,0,0,0.0,0.0,0.0
66,พิจิตร,North,2024,4,Hot,Q2,88,0,0,0.0,0.0,0.0
67,เพชรบูรณ์,North,2024,4,Hot,Q2,116,0,0,0.0,0.0,0.0
70,ราชบุรี,Central,2024,4,Hot,Q2,104,0,0,0.0,0.0,0.0
71,กาญจนบุรี,Central,2024,4,Hot,Q2,96,0,0,0.0,0.0,0.0
72,สุพรรณบุรี,Central,2024,4,Hot,Q2,110,0,0,0.0,0.0,0.0
73,นครปฐม,Central,2024,4,Hot,Q2,106,0,0,0.0,0.0,0.0
74,สมุทรสาคร,Central,2024,4,Hot,Q2,40,0,0,0.0,0.0,0.0
75,สมุทรสงคราม,Central,2024,4,Hot,Q2,36,0,0,0.0,0.0,0.0
76,เพชรบุรี,South,2024,4,Hot,Q2,93,0,0,0.0,0.0,0.0
77,ประจวบคีรีขันธ์,South,2024,4,Hot,Q2,48,0,0,0.0,0.0,0.0
80,นครศรีธรรมราช,South,2024,4,Hot,Q2,169,0,0,0.0,0.0,0.0
