year,province,events,districts_affected,subdistricts_affected,villages_affected,affected_people,affected_households,evacuated_people,evacuated_households,deaths,missing,injured,housing_units,business_sites,agriculture_rai,livestock_head,fisheries_units,transport_sites,infrastructure_sites,total_damage_thb,province_code,region_en
2021,นครพนม,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48,Northeast
2021,นครราชสีมา,170.0,31.0,447.0,3120.0,99988.0,96375.0,16700.0,5250.0,11.0,0.0,2.0,6276.0,0.0,594377.0,3897.0,2367.0,888.0,110.0,,30,Northeast
2021,นครศรีธรรมราช,88.0,23.0,275.0,1633.0,105245.0,33662.0,77.0,17.0,1.0,0.0,0.0,362.0,2.0,19233.0,527.0,220.0,364.0,15.0,,80,South
2021,นครสวรรค์,23.0,15.0,136.0,1363.0,136437.0,61680.0,31.0,22.0,4.0,0.0,0.0,25771.0,0.0,876269.0,46719.0,950.0,256.0,65.0,,60,Central
2021,นนทบุรี,10.0,6.0,40.0,299.0,5.0,14012.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,12,Central
2021,นราธิวาส,24.0,12.0,75.0,224.0,57131.0,16487.0,64.0,20.0,0.0,0.0,0.0,3393.0,0.0,478.0,48.0,10.0,53.0,0.0,,96,South
2021,น่าน,39.0,13.0,70.0,189.0,11510.0,4515.0,14.0,4.0,0.0,0.0,0.0,7.0,0.0,6187.0,5.0,78.0,70.0,22.0,,55,North
2021,บึงกาฬ,1.0,1.0,1.0,2.0,140.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,38,Northeast
2021,บุรีรัมย์,34.0,19.0,106.0,614.0,25232.0,12978.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,132792.0,20.0,359.0,89.0,5.0,,31,Northeast
2021,ปทุมธานี,24.0,6.0,72.0,268.0,2895.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,12.0,0.0,2.0,,13,Central
2021,ประจวบคีรีขันธ์,37.0,8.0,72.0,351.0,16409.0,6022.0,9.0,0.0,0.0,0.0,0.0,722.0,0.0,4281.0,2194.0,667.0,103.0,11.0,,77,South
2021,ปราจีนบุรี,35.0,7.0,99.0,348.0,2754.0,4566.0,0.0,0.0,0.0,0.0,0.0,3246.0,0.0,5171.0,0.0,24.0,25.0,5.0,,25,East
2021,ปัตตานี,16.0,8.0,40.0,98.0,44765.0,13390.0,780.0,0.0,0.0,0.0,0.0,1358.0,0.0,2859.0,114.0,6.0,20.0,1.0,,94,South
2021,พระนครศรีอยุธยา,33.0,15.0,162.0,1042.0,15393.0,15392.0,0.0,0.0,0.0,0.0,0.0,15392.0,0.0,0.0,0.0,0.0,0.0,85.0,,14,Central
2021,พะเยา,41.0,9.0,60.0,277.0,7611.0,3671.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,5150.0,20.0,82.0,89.0,23.0,,56,North
2021,พังงา,7.0,4.0,10.0,33.0,3492.0,1108.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,3.0,24.0,4.0,,82,South
2021,พัทลุง,17.0,8.0,54.0,374.0,48210.0,16581.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,17258.0,19974.0,284.0,288.0,22.0,,93,South
2021,พิจิตร,47.0,11.0,114.0,464.0,9730.0,2795.0,3.0,1.0,0.0,0.0,0.0,2758.0,0.0,81778.0,0.0,36.0,23.0,20.0,,66,North
2021,พิษณุโลก,68.0,9.0,278.0,1099.0,9442.0,11329.0,0.0,12.0,0.0,0.0,0.0,44.0,0.0,93848.0,343.0,305.0,57.0,10.0,,65,North
2021,ภูเก็ต,7.0,2.0,11.0,28.0,1353.0,486.0,0.0,0.0,0.0,0.0,0.0,446.0,0.0,0.0,0.0,0.0,1.0,1.0,,83,South
2021,มหาสารคาม,5.0,3.0,18.0,133.0,0.0,1816.0,0.0,0.0,1.0,0.0,0.0,156.0,0.0,33091.0,0.0,30.0,0.0,10.0,,44,Northeast
2021,มุกดาหาร,2.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,,49,Northeast
2021,ยะลา,24.0,8.0,82.0,306.0,40441.0,10951.0,155.0,62.0,1.0,0.0,1.0,239.0,0.0,0.0,1500.0,12.0,41.0,19.0,,95,South
2021,ยโสธร,15.0,7.0,54.0,232.0,7102.0,8410.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,79413.0,0.0,4.0,0.0,0.0,,35,Northeast
2021,ระนอง,29.0,5.0,54.0,183.0,883.0,1328.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,10.0,0.0,1.0,20.0,4.0,,85,South
2021,ระยอง,50.0,7.0,65.0,211.0,4269.0,1481.0,0.0,0.0,0.0,0.0,0.0,189.0,1.0,787.0,0.0,16.0,54.0,17.0,,21,East
2021,ราชบุรี,12.0,6.0,34.0,130.0,114.0,2464.0,0.0,0.0,1.0,0.0,0.0,1690.0,0.0,7839.0,0.0,0.0,3.0,0.0,,70,Central
2021,ร้อยเอ็ด,27.0,10.0,79.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45,Northeast
2021,ลพบุรี,22.0,11.0,110.0,840.0,52942.0,56673.0,774.0,0.0,11.0,0.0,0.0,46752.0,0.0,51873.0,0.0,0.0,2.0,0.0,,16,Central
2021,ลำปาง,88.0,12.0,143.0,432.0,10040.0,3849.0,0.0,0.0,0.0,0.0,0.0,718.0,0.0,1994.0,180.0,45.0,63.0,48.0,,52,North
2021,ลำพูน,17.0,7.0,50.0,384.0,18175.0,8161.0,0.0,0.0,0.0,0.0,0.0,7978.0,0.0,54182.0,0.0,0.0,103.0,24.0,,51,North
2021,ศรีสะเกษ,143.0,22.0,348.0,1536.0,75617.0,29937.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,129818.0,1.0,102.0,632.0,4.0,,33,Northeast
2021,สงขลา,14.0,7.0,42.0,158.0,17313.0,5407.0,135.0,98.0,1.0,0.0,2.0,508.0,0.0,0.0,5.0,0.0,28.0,1.0,,90,South
2021,สตูล,5.0,4.0,16.0,63.0,6166.0,1971.0,0.0,0.0,0.0,0.0,0.0,1146.0,0.0,0.0,0.0,0.0,4.0,0.0,,91,South
2021,สมุทรปราการ,8.0,5.0,35.0,253.0,73671.0,53651.0,0.0,0.0,0.0,0.0,0.0,4372.0,0.0,51.0,0.0,3065.0,15.0,1.0,,11,Central
2021,สมุทรสาคร,7.0,3.0,22.0,108.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,7.0,2.0,,74,Central
2021,สระบุรี,40.0,13.0,92.0,383.0,13004.0,5336.0,222.0,92.0,0.0,0.0,0.0,3109.0,0.0,5022.0,631.0,10.0,23.0,6.0,,19,Central
2021,สระแก้ว,48.0,7.0,107.0,421.0,11070.0,8438.0,0.0,0.0,0.0,0.0,0.0,473.0,0.0,63866.0,40.0,15.0,112.0,8.0,,27,East
2021,สิงห์บุรี,9.0,5.0,33.0,133.0,3164.0,1698.0,0.0,0.0,3.0,0.0,0.0,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,,17,Central
2021,สุพรรณบุรี,35.0,10.0,164.0,1026.0,29567.0,14807.0,0.0,0.0,0.0,0.0,0.0,6893.0,0.0,78152.0,220.0,26.0,41.0,9.0,,72,Central
2021,สุราษฎร์ธานี,72.0,19.0,190.0,962.0,59649.0,19140.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,12420.0,8560.0,70.0,238.0,20.0,,84,South
2021,สุรินทร์,54.0,13.0,146.0,670.0,51411.0,26499.0,0.0,0.0,0.0,0.0,0.0,567.0,0.0,98961.0,0.0,141.0,132.0,23.0,,32,Northeast
2021,สุโขทัย,81.0,9.0,212.0,971.0,89116.0,39891.0,0.0,0.0,0.0,0.0,0.0,4331.0,0.0,496191.0,486.0,1643.0,546.0,67.0,,64,North
2021,หนองคาย,2.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,,43,Northeast
2021,หนองบัวลำภู,6.0,2.0,13.0,86.0,2075.0,1436.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,11154.0,0.0,35.0,0.0,1.0,,39,Northeast
2021,อำนาจเจริญ,7.0,4.0,35.0,216.0,3692.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23670.0,0.0,0.0,5.0,1.0,,37,Northeast
2021,อุตรดิตถ์,9.0,5.0,13.0,35.0,207.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2346.0,0.0,0.0,6.0,1.0,,53,North
2021,อุทัยธานี,27.0,8.0,121.0,801.0,20011.0,11624.0,0.0,0.0,0.0,0.0,0.0,2943.0,0.0,90065.0,1250.0,703.0,291.0,77.0,,61,Central
2021,อุบลราชธานี,37.0,15.0,126.0,679.0,10833.0,5144.0,1242.0,316.0,1.0,0.0,0.0,135.0,0.0,64113.0,5.0,298.0,17.0,2.0,,34,Northeast
2021,อ่างทอง,49.0,7.0,144.0,633.0,23476.0,8276.0,0.0,0.0,0.0,0.0,0.0,3171.0,0.0,55794.0,0.0,138.0,7.0,20.0,,15,Central
2021,เชียงราย,106.0,17.0,179.0,675.0,31716.0,11797.0,0.0,0.0,0.0,0.0,0.0,742.0,0.0,18780.0,410.0,528.0,108.0,46.0,,57,North
2021,เชียงใหม่,137.0,21.0,203.0,818.0,196226.0,65448.0,0.0,0.0,2.0,0.0,0.0,1316.0,0.0,4275.0,142.0,59.0,534.0,125.0,,50,North
2021,เพชรบุรี,46.0,7.0,69.0,349.0,12291.0,8081.0,0.0,0.0,0.0,0.0,0.0,2601.0,0.0,1826.0,215.0,31.0,69.0,13.0,,76,South
2021,เพชรบูรณ์,34.0,10.0,167.0,1684.0,36587.0,16125.0,1.0,3.0,4.0,0.0,0.0,2444.0,0.0,13448.0,0.0,874.0,59.0,7.0,,67,North
2021,เลย,36.0,8.0,40.0,79.0,2415.0,650.0,0.0,0.0,0.0,0.0,0.0,699.0,0.0,171.0,0.0,0.0,6.0,2.0,,42,Northeast
2021,แพร่,13.0,6.0,24.0,106.0,1788.0,821.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,1852.0,56.0,21.0,24.0,8.0,,54,North
2021,แม่ฮ่องสอน,45.0,7.0,78.0,328.0,125438.0,42405.0,0.0,0.0,0.0,0.0,1.0,94.0,0.0,473.0,1.0,0.0,298.0,37.0,,58,North
2022,กระบี่,19.0,5.0,41.0,152.0,4823.0,1537.0,87.0,53.0,0.0,0.0,0.0,240.0,0.0,75.0,5.0,72.0,59.0,1.0,,81,South
2022,กาญจนบุรี,23.0,12.0,39.0,268.0,6261.0,2134.0,0.0,0.0,0.0,0.0,0.0,177.0,0.0,1215.0,0.0,321.0,39.0,0.0,,71,Central
2022,กาฬสินธุ์,64.0,16.0,113.0,427.0,30600.0,12357.0,12.0,4.0,0.0,0.0,0.0,1218.0,0.0,33717.0,0.0,59.0,104.0,8.0,,46,Northeast
2022,กำแพงเพชร,73.0,10.0,165.0,744.0,21220.0,11047.0,0.0,0.0,0.0,0.0,0.0,1175.0,0.0,105251.0,0.0,133.0,219.0,61.0,,62,North
2022,ขอนแก่น,55.0,23.0,201.0,1756.0,38111.0,18136.0,116.0,9.0,8.0,0.0,0.0,97.0,0.0,419771.0,0.0,428.0,270.0,30.0,,40,Northeast
2022,จันทบุรี,54.0,10.0,116.0,433.0,3117.0,1128.0,0.0,0.0,1.0,0.0,0.0,204.0,0.0,1819.0,0.0,0.0,54.0,9.0,,22,East
2022,ฉะเชิงเทรา,58.0,9.0,66.0,359.0,22551.0,14410.0,0.0,0.0,0.0,0.0,0.0,303.0,0.0,4491.0,0.0,528.0,10.0,0.0,,24,East
2022,ชลบุรี,36.0,7.0,58.0,269.0,740.0,679.0,0.0,0.0,2.0,0.0,1.0,270.0,0.0,20.0,0.0,0.0,50.0,5.0,,20,East
2022,ชัยนาท,66.0,8.0,107.0,317.0,24006.0,10415.0,0.0,0.0,2.0,0.0,0.0,7813.0,0.0,38201.0,30.0,39.0,190.0,2.0,,18,Central
2022,ชัยภูมิ,85.0,16.0,304.0,2191.0,223698.0,122888.0,93.0,28.0,1.0,0.0,0.0,2299.0,0.0,698569.4,4116.0,1562.0,654.0,69.0,,36,Northeast
2022,ชุมพร,39.0,7.0,92.0,481.0,51121.0,18850.0,2.0,2.0,0.0,0.0,0.0,130.0,1.0,2756.0,506.0,59.0,980.0,140.0,,86,South
2022,ตรัง,68.0,8.0,80.0,308.0,14950.0,6416.0,322.0,96.0,0.0,0.0,0.0,1003.0,0.0,3475.0,3.0,55.0,81.0,6.0,,92,South
2022,ตราด,13.0,7.0,26.0,153.0,5536.0,1742.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,120.0,0.0,0.0,4.0,1.0,,23,East
2022,ตาก,70.0,9.0,133.0,683.0,73291.0,30134.0,12.0,155.0,1.0,0.0,0.0,1431.0,0.0,19382.0,13.0,330.0,919.0,30.0,,63,North
2022,นครนายก,26.0,3.0,31.0,153.0,1800.0,838.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,,26,East
2022,นครปฐม,156.0,7.0,164.0,932.0,58795.0,19072.0,0.0,0.0,0.0,0.0,0.0,6460.0,3.0,8454.0,54027.0,72.0,127.0,38.0,,73,Central
2022,นครพนม,3.0,3.0,3.0,4.0,38.0,11.0,8.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,5.0,0.0,,48,Northeast
2022,นครราชสีมา,189.0,32.0,575.0,4417.0,107624.0,59120.0,162.0,258.0,1.0,0.0,1.0,4896.0,0.0,612770.0,101130.0,2468.0,333.0,68.0,,30,Northeast
2022,นครศรีธรรมราช,89.0,21.0,314.0,2041.0,376539.0,109187.0,96.0,18.0,1.0,0.0,0.0,848.0,0.0,52888.0,1.0,231.0,1379.0,71.0,,80,South
2022,นครสวรรค์,227.0,15.0,311.0,1889.0,149743.0,72230.0,57.0,16.0,1.0,0.0,0.0,27569.0,2.0,462924.0,33134.0,4000.0,571.0,96.0,,60,Central
2022,นนทบุรี,16.0,6.0,52.0,410.0,0.0,114126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,12,Central
2022,นราธิวาส,74.0,13.0,243.0,1368.0,355572.0,97428.0,238.0,445.0,8.0,0.0,0.0,20907.0,0.0,15806.0,460.0,175.0,121.0,91.0,,96,South
2022,น่าน,79.0,15.0,162.0,662.0,51606.0,18161.0,0.0,0.0,0.0,0.0,0.0,2187.0,0.0,16235.0,688.0,1575.0,321.0,130.0,,55,North
2022,บุรีรัมย์,59.0,23.0,277.0,1935.0,118484.0,43250.0,0.0,1.0,0.0,0.0,0.0,494.0,0.0,253219.1,2012.0,581.0,254.0,40.0,,31,Northeast
2022,ปทุมธานี,27.0,7.0,75.0,572.0,84653.0,60764.0,0.0,0.0,0.0,0.0,0.0,1115.0,0.0,0.0,0.0,0.0,11.0,0.0,,13,Central
2022,ประจวบคีรีขันธ์,35.0,8.0,72.0,439.0,20587.0,7842.0,0.0,0.0,1.0,0.0,0.0,814.0,0.0,2561.0,6.0,11.0,360.0,42.0,,77,South
2022,ปราจีนบุรี,51.0,7.0,136.0,513.0,255.0,11098.0,0.0,0.0,0.0,0.0,0.0,614.0,0.0,4175.0,16.0,34.0,74.0,12.0,,25,East
2022,ปัตตานี,51.0,12.0,172.0,550.0,91307.0,23629.0,13.0,3.0,1.0,0.0,0.0,5509.0,0.0,6170.0,382.0,85.0,19.0,16.0,,94,South
2022,พระนครศรีอยุธยา,93.0,16.0,462.0,1934.0,1624.0,3491.0,0.0,0.0,2.0,0.0,0.0,13268.0,0.0,7994.0,0.0,0.0,0.0,0.0,,14,Central
2022,พะเยา,77.0,9.0,186.0,842.0,9280.0,5206.0,0.0,0.0,1.0,0.0,0.0,623.0,1.0,40099.0,0.0,99.0,65.0,17.0,,56,North
2022,พังงา,26.0,7.0,58.0,147.0,7211.0,1891.0,1.0,1.0,1.0,0.0,0.0,591.0,0.0,0.0,0.0,0.0,60.0,1.0,,82,South
2022,พัทลุง,44.0,11.0,149.0,1120.0,203563.0,68027.0,30.0,95.0,2.0,0.0,0.0,35345.0,0.0,106063.0,32271.0,694.0,565.0,97.0,,93,South
2022,พิจิตร,106.0,12.0,261.0,857.0,7672.0,5698.0,0.0,0.0,0.0,0.0,0.0,4697.0,0.0,66225.0,0.0,73.0,99.0,14.0,,66,North
2022,พิษณุโลก,58.0,9.0,218.0,795.0,5566.0,14810.0,0.0,22.0,3.0,0.0,0.0,4315.0,0.0,105195.0,3501.0,585.0,173.0,13.0,,65,North
2022,ภูเก็ต,28.0,3.0,50.0,127.0,843.0,184.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,46.0,1.0,,83,South
2022,มหาสารคาม,26.0,9.0,126.0,898.0,55243.0,21547.0,1539.0,522.0,11.0,0.0,0.0,12773.0,0.0,462580.0,1055.0,510.0,229.0,86.0,,44,Northeast
2022,มุกดาหาร,15.0,5.0,17.0,43.0,330.0,161.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,45.0,0.0,0.0,35.0,2.0,,49,Northeast
2022,ยะลา,58.0,8.0,191.0,689.0,67083.0,18384.0,167.0,58.0,5.0,0.0,1.0,184.0,0.0,2070.0,33.0,23.0,79.0,30.0,,95,South
2022,ยโสธร,10.0,6.0,32.0,144.0,3099.0,8096.0,36.0,11.0,0.0,0.0,0.0,11.0,0.0,80061.0,0.0,0.0,4.0,0.0,,35,Northeast
2022,ระนอง,11.0,4.0,21.0,69.0,3722.0,1185.0,0.0,0.0,1.0,0.0,1.0,87.0,0.0,2.0,4.0,5.0,9.0,10.0,,85,South
2022,ระยอง,70.0,8.0,105.0,508.0,43432.0,26801.0,15.0,0.0,0.0,0.0,0.0,2406.0,0.0,2325.0,0.0,28.0,113.0,12.0,,21,East
2022,ราชบุรี,18.0,6.0,42.0,217.0,2128.0,3110.0,0.0,0.0,0.0,0.0,0.0,2136.0,0.0,836.0,0.0,0.0,14.0,9.0,,70,Central
2022,ร้อยเอ็ด,36.0,14.0,140.0,725.0,25064.0,9235.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,107831.0,3354.0,6929.0,2.0,1.0,,45,Northeast
2022,ลพบุรี,25.0,10.0,109.0,904.0,27370.0,30614.0,0.0,50.0,0.0,0.0,0.0,90.0,0.0,64627.0,5300.0,3176.0,156.0,2.0,,16,Central
2022,ลำปาง,126.0,13.0,281.0,1079.0,71414.0,42048.0,9.0,13.0,0.0,0.0,0.0,5372.0,1.0,17431.0,18159.0,244.0,451.0,358.0,,52,North
2022,ลำพูน,47.0,8.0,74.0,181.0,150.0,671.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,44.0,0.0,0.0,12.0,12.0,,51,North
2022,ศรีสะเกษ,42.0,17.0,97.0,494.0,36299.0,11301.0,2.0,2.0,0.0,0.0,0.0,287.0,0.0,95073.0,0.0,131.0,12.0,0.0,,33,Northeast
2022,สกลนคร,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,47,Northeast
2022,สงขลา,58.0,14.0,238.0,1300.0,89846.0,31598.0,523.0,139.0,4.0,0.0,0.0,1550.0,0.0,4825.0,35.0,153.0,67.0,19.0,,90,South
2022,สตูล,22.0,7.0,44.0,237.0,12222.0,3570.0,0.0,0.0,0.0,0.0,0.0,972.0,0.0,0.0,0.0,0.0,5.0,0.0,,91,South
2022,สมุทรปราการ,6.0,4.0,21.0,207.0,9670.0,51072.0,0.0,0.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,150.0,4.0,1.0,,11,Central
2022,สมุทรสงคราม,3.0,2.0,4.0,33.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,75,Central
2022,สมุทรสาคร,9.0,3.0,29.0,178.0,289.0,1840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,74,Central
2022,สระบุรี,82.0,13.0,150.0,541.0,12452.0,6341.0,62.0,35.0,0.0,0.0,0.0,1718.0,0.0,9093.0,0.0,5.0,49.0,25.0,,19,Central
2022,สระแก้ว,41.0,9.0,88.0,457.0,6381.0,10042.0,2.0,1.0,0.0,0.0,0.0,685.0,0.0,80756.0,90.0,50.0,74.0,12.0,,27,East
2022,สิงห์บุรี,21.0,6.0,49.0,236.0,41911.0,14688.0,0.0,0.0,6.0,0.0,0.0,4177.0,0.0,4220.0,0.0,0.0,3.0,20.0,,17,Central
2022,สุพรรณบุรี,40.0,9.0,85.0,391.0,67344.0,23154.0,0.0,0.0,0.0,0.0,0.0,7231.0,0.0,22120.0,18000.0,1.0,13.0,5.0,,72,Central
2022,สุราษฎร์ธานี,73.0,16.0,135.0,762.0,105734.0,36971.0,45.0,0.0,1.0,0.0,0.0,228.0,0.0,572.0,1.0,7.0,516.0,13.0,,84,South
2022,สุรินทร์,42.0,16.0,170.0,1135.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,52.0,0.0,176438.0,0.0,136.0,35.0,11.0,,32,Northeast
2022,สุโขทัย,116.0,9.0,229.0,771.0,37654.0,18734.0,0.0,0.0,1.0,0.0,0.0,1165.0,0.0,82796.0,49251.0,284.0,215.0,30.0,,64,North
2022,หนองคาย,13.0,6.0,30.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,,43,Northeast
2022,หนองบัวลำภู,47.0,6.0,136.0,813.0,9923.0,4940.0,26.0,12.0,0.0,0.0,0.0,1917.0,0.0,31317.0,1035.0,279.0,23.0,14.0,,39,Northeast
2022,อำนาจเจริญ,13.0,7.0,61.0,441.0,17475.0,18958.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,25832.0,0.0,0.0,38.0,0.0,,37,Northeast
2022,อุดรธานี,15.0,8.0,39.0,193.0,4396.0,1531.0,0.0,0.0,0.0,0.0,5.0,43.0,0.0,15618.0,0.0,231.0,64.0,1.0,,41,Northeast
2022,อุตรดิตถ์,31.0,9.0,86.0,494.0,26046.0,9019.0,56.0,20.0,0.0,0.0,0.0,1393.0,0.0,42639.0,844.0,362.0,221.0,89.0,,53,North
2022,อุทัยธานี,21.0,8.0,85.0,678.0,13120.0,12687.0,0.0,0.0,0.0,0.0,0.0,685.0,0.0,74520.0,6801.0,173.0,69.0,56.0,,61,Central
2022,อุบลราชธานี,50.0,18.0,122.0,739.0,100001.0,40441.0,19366.0,6431.0,0.0,0.0,0.0,4355.0,0.0,357319.0,15722.0,0.0,75.0,50.0,,34,Northeast
2022,อ่างทอง,72.0,7.0,161.0,407.0,1114.0,403.0,0.0,0.0,0.0,0.0,0.0,347.0,0.0,30.0,0.0,0.0,0.0,0.0,,15,Central
2022,เชียงราย,264.0,18.0,472.0,2931.0,169946.0,67846.0,42.0,26.0,2.0,0.0,0.0,5991.0,0.0,120014.0,937.0,1484.0,830.0,265.0,,57,North
2022,เชียงใหม่,319.0,24.0,578.0,3292.0,693483.0,225446.0,3.0,249.0,0.0,0.0,0.0,26256.0,0.0,55717.0,183.0,453.0,1905.0,754.0,,50,North
2022,เพชรบุรี,11.0,5.0,28.0,164.0,391.0,157.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,470.0,0.0,0.0,3.0,0.0,,76,South
2022,เพชรบูรณ์,50.0,9.0,130.0,424.0,18738.0,7593.0,0.0,30.0,3.0,0.0,1.0,6899.0,0.0,13971.0,5181.0,5.0,31.0,10.0,,67,North
2022,เลย,83.0,12.0,187.0,993.0,83385.0,22470.0,30.0,21.0,3.0,0.0,0.0,3078.0,0.0,7958.0,0.0,751.0,191.0,19.0,,42,Northeast
2022,แพร่,31.0,8.0,53.0,189.0,1196.0,1381.0,0.0,0.0,1.0,0.0,0.0,156.0,0.0,1872.0,0.0,26.0,47.0,11.0,,54,North
2022,แม่ฮ่องสอน,35.0,7.0,92.0,428.0,53075.0,17411.0,0.0,0.0,1.0,0.0,0.0,97.0,2.0,1930.0,140.0,9.0,109.0,27.0,,58,North
2023,กระบี่,14.0,5.0,8.0,14.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4.0,0.0,12.0,0.0,,81,South
2023,กรุงเทพมหานคร,17.0,13.0,17.0,17.0,51.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,,10,Central
2023,กาญจนบุรี,148.0,7.0,21.0,114.0,6002.0,1688.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,1650.0,0.0,0.0,206.0,1.0,,71,Central
2023,กาฬสินธุ์,1268.0,17.0,108.0,878.0,108186.0,39521.0,0.0,0.0,1.0,0.0,0.0,943.0,5.0,118052.9,0.0,496.0,419.0,113.0,,46,Northeast
2023,กำแพงเพชร,540.0,10.0,63.0,501.0,120.0,40.0,0.0,0.0,0.0,0.0,0.0,291.0,0.0,51640.0,0.0,8.0,281.0,11.0,,62,North
2023,ขอนแก่น,813.0,20.0,103.0,771.0,3823.0,1174.0,0.0,0.0,0.0,0.0,0.0,557.0,20.0,68099.0,9.0,361.0,68.0,21.0,,40,Northeast
2023,จันทบุรี,275.0,7.0,32.0,170.0,17404.0,5751.0,0.0,0.0,4.0,0.0,2.0,199.0,0.0,7428.0,0.0,1.0,9.0,0.0,,22,East
2023,ฉะเชิงเทรา,265.0,5.0,19.0,207.0,120.0,40.0,0.0,0.0,0.0,0.0,0.0,1595.0,0.0,0.0,0.0,0.0,0.0,0.0,,24,East
2023,ชลบุรี,14.0,4.0,7.0,14.0,305.0,96.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,59.0,0.0,0.0,1.0,12.0,,20,East
2023,ชัยภูมิ,729.0,11.0,67.0,659.0,264.0,88.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,110.0,0.0,0.0,5.0,5.0,,36,Northeast
2023,ชุมพร,736.0,8.0,49.0,458.0,19581.0,6254.0,0.0,0.0,2.0,0.0,0.0,463.0,1.0,2040.0,345.0,145.0,606.0,59.0,,86,South
2023,ตรัง,272.0,8.0,41.0,205.0,708.0,236.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,2.0,5.0,,92,South
2023,ตราด,159.0,4.0,18.0,81.0,3077.0,1154.0,0.0,0.0,0.0,0.0,0.0,889.0,0.0,27.0,0.0,2.0,0.0,5.0,,23,East
2023,ตาก,361.0,9.0,51.0,291.0,4008.0,1539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,10.0,12.0,2.0,,63,North
2023,นครนายก,247.0,4.0,32.0,239.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,26,East
2023,นครปฐม,219.0,5.0,43.0,204.0,8020.0,2999.0,0.0,0.0,0.0,0.0,0.0,669.0,0.0,268.3,0.0,1.0,17.0,84.0,,73,Central
2023,นครพนม,577.0,12.0,78.0,544.0,30726.0,10242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52364.0,10.0,175.0,43.0,0.0,,48,Northeast
