year,province,district,events,affected_people,affected_households,housing_units,agriculture_rai,deaths
2021,ปัตตานี,ยะรัง,1,3225,1075,0,0.0,0
2021,ปัตตานี,สายบุรี,1,56,13,0,0.0,0
2021,ปัตตานี,หนองจิก,5,15058,3917,0,0.0,0
2021,ปัตตานี,เมืองปัตตานี,2,3499,796,0,0.0,0
2021,ปัตตานี,แม่ลาน,3,20542,6913,1358,2824.0,0
2021,ปัตตานี,ไม้แก่น,1,2200,588,0,0.0,0
2021,พระนครศรีอยุธยา,ท่าเรือ,2,0,695,695,0.0,0
2021,พระนครศรีอยุธยา,นครหลวง,1,1008,336,336,0.0,0
2021,พระนครศรีอยุธยา,บางซ้าย,1,0,1503,1503,0.0,0
2021,พระนครศรีอยุธยา,บางบาล,2,0,0,0,0.0,0
2021,พระนครศรีอยุธยา,บางปะหัน,4,2607,869,869,0.0,0
2021,พระนครศรีอยุธยา,บางปะอิน,1,0,6513,6513,0.0,0
2021,พระนครศรีอยุธยา,บางไทร,2,6723,2241,2241,0.0,0
2021,พระนครศรีอยุธยา,บ้านแพรก,2,0,0,0,0.0,0
2021,พระนครศรีอยุธยา,ผักไห่,3,0,0,0,0.0,0
2021,พระนครศรีอยุธยา,พระนครศรีอยุธยา,3,5055,1685,1685,0.0,0
2021,พระนครศรีอยุธยา,ภาชี,2,0,92,92,0.0,0
2021,พระนครศรีอยุธยา,มหาราช,3,0,1137,1137,0.0,0
2021,พระนครศรีอยุธยา,ลาดบัวหลวง,2,0,0,0,0.0,0
2021,พระนครศรีอยุธยา,วังน้อย,1,0,0,0,0.0,0
2021,พระนครศรีอยุธยา,เสนา,4,0,321,321,0.0,0
2021,พะเยา,จุน,1,0,5,0,0.0,0
2021,พะเยา,ดอกคำใต้,6,2092,725,0,745.0,0
2021,พะเยา,ปง,8,2124,821,0,698.0,0
2021,พะเยา,ภูกามยาว,11,0,988,33,0.0,0
2021,พะเยา,ภูซาง,2,180,110,0,65.0,0
2021,พะเยา,เชียงคำ,4,233,182,0,1672.0,0
2021,พะเยา,เชียงม่วน,4,2280,590,30,1970.0,0
2021,พะเยา,เมืองพะเยา,3,222,80,0,0.0,0
2021,พะเยา,แม่ใจ,2,480,170,1,0.0,0
2021,พังงา,ตะกั่วทุ่ง,1,43,15,15,0.0,0
2021,พังงา,ตะกั่วป่า,3,871,340,207,0.0,0
2021,พังงา,ทับปุด,1,12,4,4,0.0,0
2021,พังงา,ท้ายเหมือง,2,2566,749,3,0.0,0
2021,พัทลุง,กงหรา,1,8000,2700,0,0.0,0
2021,พัทลุง,ควนขนุน,7,24712,8429,210,438.0,0
2021,พัทลุง,ปากพะยูน,1,890,350,0,2660.0,0
2021,พัทลุง,ป่าบอน,1,104,26,26,0.0,0
2021,พัทลุง,ศรีนครินทร์,2,8704,2849,5,3849.0,0
2021,พัทลุง,ศรีบรรพต,2,600,280,5,0.0,0
2021,พัทลุง,เขาชัยสน,1,1357,589,0,10311.0,0
2021,พัทลุง,เมืองพัทลุง,2,3843,1358,0,0.0,0
2021,พิจิตร,ดงเจริญ,7,520,1508,217,14134.0,0
2021,พิจิตร,ตะพานหิน,1,1649,0,0,2842.0,0
2021,พิจิตร,ทับคล้อ,1,150,0,87,1505.0,0
2021,พิจิตร,บึงนาราง,2,0,0,0,5407.0,0
2021,พิจิตร,วชิรบารมี,3,0,248,0,4660.0,0
2021,พิจิตร,วังทรายพูน,5,344,89,95,13011.0,0
2021,พิจิตร,สากเหล็ก,6,15,364,55,7703.0,0
2021,พิจิตร,สามง่าม,2,217,446,124,10914.0,0
2021,พิจิตร,เมืองพิจิตร,10,5933,25,1788,2653.0,0
2021,พิจิตร,โพทะเล,9,128,115,392,6506.0,0
2021,พิจิตร,โพธิ์ประทับช้าง,1,774,0,0,12443.0,0
2021,พิษณุโลก,ชาติตระการ,11,0,758,0,2189.0,0
2021,พิษณุโลก,นครไทย,7,2518,2375,5,10393.0,0
2021,พิษณุโลก,บางกระทุ่ม,9,6400,2198,0,9728.0,0
2021,พิษณุโลก,บางระกำ,11,0,2421,0,30272.0,0
2021,พิษณุโลก,พรหมพิราม,6,0,0,0,0.0,0
2021,พิษณุโลก,วังทอง,15,0,2425,39,25417.0,0
2021,พิษณุโลก,วัดโบสถ์,1,224,224,0,1507.0,0
2021,พิษณุโลก,เนินมะปราง,3,0,37,0,0.0,0
2021,พิษณุโลก,เมืองพิษณุโลก,5,300,891,0,14342.0,0
2021,ภูเก็ต,ถลาง,3,133,70,60,0.0,0
2021,ภูเก็ต,เมืองภูเก็ต,4,1220,416,386,0.0,0
2021,มหาสารคาม,กันทรวิชัย,1,0,228,27,14378.0,0
2021,มหาสารคาม,เมืองมหาสารคาม,2,0,192,129,2208.0,0
2021,มหาสารคาม,โกสุมพิสัย,2,0,1396,0,16505.0,1
2021,มุกดาหาร,ดงหลวง,1,0,0,0,0.0,0
2021,มุกดาหาร,เมืองมุกดาหาร,1,0,0,0,0.0,0
2021,ยะลา,กรงปินัง,2,3650,730,0,0.0,0
2021,ยะลา,กาบัง,2,112,125,2,0.0,0
2021,ยะลา,ธารโต,2,801,404,61,0.0,0
2021,ยะลา,บันนังสตา,3,168,37,2,0.0,0
2021,ยะลา,ยะหา,3,2570,749,1,0.0,0
2021,ยะลา,รามัน,3,17060,4716,10,0.0,1
2021,ยะลา,เบตง,6,372,263,163,0.0,0
2021,ยะลา,เมืองยะลา,3,15708,3927,0,0.0,0
2021,ยโสธร,กุดชุม,1,4,1,0,0.0,0
2021,ยโสธร,คำเขื่อนแก้ว,4,0,2681,0,35856.0,0
2021,ยโสธร,ค้อวัง,3,1589,1589,0,11701.0,0
2021,ยโสธร,ทรายมูล,1,0,0,0,0.0,0
2021,ยโสธร,ป่าติ้ว,2,6,6,6,9675.0,0
2021,ยโสธร,มหาชนะชัย,1,2055,685,0,7001.0,0
2021,ยโสธร,เมืองยโสธร,3,3448,3448,0,15180.0,0
2021,ระนอง,กระบุรี,10,770,920,108,0.0,0
2021,ระนอง,กะเปอร์,1,0,74,5,0.0,0
2021,ระนอง,ละอุ่น,5,85,110,12,10.0,0
2021,ระนอง,สุขสำราญ,3,0,0,0,0.0,0
2021,ระนอง,เมืองระนอง,10,28,224,155,0.0,0
2021,ระยอง,นิคมพัฒนา,3,60,24,2,0.0,0
2021,ระยอง,บ้านค่าย,15,798,246,65,128.0,0
2021,ระยอง,บ้านฉาง,1,0,50,0,0.0,0
2021,ระยอง,ปลวกแดง,4,150,60,0,0.0,0
2021,ระยอง,วังจันทร์,1,0,0,0,0.0,0
2021,ระยอง,เมืองระยอง,16,1106,218,120,191.0,0
2021,ระยอง,แกลง,10,2155,883,2,468.0,0
2021,ราชบุรี,จอมบึง,1,36,12,12,0.0,0
2021,ราชบุรี,บางแพ,2,57,19,11,100.0,0
2021,ราชบุรี,บ้านโป่ง,4,0,2396,1662,7655.0,0
2021,ราชบุรี,ปากท่อ,2,10,32,2,4.0,1
2021,ราชบุรี,เมืองราชบุรี,1,0,3,3,3.0,0
2021,ราชบุรี,โพธาราม,2,11,2,0,77.0,0
2021,ร้อยเอ็ด,จังหาร,3,0,0,0,0.0,0
2021,ร้อยเอ็ด,ทุ่งเขาหลวง,3,0,0,0,0.0,0
2021,ร้อยเอ็ด,ธวัชบุรี,2,0,0,0,0.0,0
2021,ร้อยเอ็ด,พนมไพร,3,0,0,0,0.0,0
2021,ร้อยเอ็ด,สุวรรณภูมิ,1,0,0,0,0.0,0
2021,ร้อยเอ็ด,อาจสามารถ,4,0,0,0,0.0,0
2021,ร้อยเอ็ด,เชียงขวัญ,2,0,0,0,0.0,0
2021,ร้อยเอ็ด,เสลภูมิ,4,0,0,0,0.0,0
2021,ร้อยเอ็ด,โพธิ์ชัย,3,0,0,0,0.0,0
2021,ร้อยเอ็ด,โพนทราย,2,0,0,0,0.0,0
2021,ลพบุรี,ชัยบาดาล,1,0,4564,164,4312.0,1
2021,ลพบุรี,ท่าวุ้ง,1,1044,348,348,3489.0,0
2021,ลพบุรี,ท่าหลวง,1,189,63,63,0.0,0
2021,ลพบุรี,บ้านหมี่,2,0,4599,2080,2880.0,3
2021,ลพบุรี,พัฒนานิคม,1,0,372,304,3168.0,0
2021,ลพบุรี,ลำสนธิ,2,22431,7477,7477,0.0,5
2021,ลพบุรี,สระโบสถ์,1,2984,2984,2984,0.0,0
2021,ลพบุรี,หนองม่วง,2,687,229,229,36824.0,0
2021,ลพบุรี,เมืองลพบุรี,7,2760,8484,5550,0.0,0
2021,ลพบุรี,โคกสำโรง,3,35,19949,19949,1200.0,1
2021,ลพบุรี,โคกเจริญ,1,22812,7604,7604,0.0,1
2021,ลำปาง,งาว,7,235,87,18,208.0,0
2021,ลำปาง,วังเหนือ,5,231,121,1,44.0,0
2021,ลำปาง,สบปราบ,7,818,276,252,447.0,0
2021,ลำปาง,ห้างฉัตร,7,295,104,28,0.0,0
2021,ลำปาง,เกาะคา,8,1450,1007,13,74.0,0
2021,ลำปาง,เถิน,14,1413,538,123,57.0,0
2021,ลำปาง,เมืองปาน,5,2286,752,0,0.0,0
2021,ลำปาง,เมืองลำปาง,3,195,101,12,221.0,0
2021,ลำปาง,เสริมงาม,12,385,163,60,0.0,0
2021,ลำปาง,แจ้ห่ม,7,459,148,10,0.0,0
2021,ลำปาง,แม่ทะ,7,1764,427,201,0.0,0
2021,ลำปาง,แม่พริก,6,509,125,0,943.0,0
2021,ลำพูน,ทุ่งหัวช้าง,2,213,213,30,0.0,0
2021,ลำพูน,บ้านโฮ่ง,2,31,31,31,0.0,0
2021,ลำพูน,ป่าซาง,2,17776,7665,7665,54176.0,0
2021,ลำพูน,ลี้,6,103,213,213,0.0,0
2021,ลำพูน,เมืองลำพูน,1,3,3,3,0.0,0
2021,ลำพูน,เวียงหนองล่อง,1,1,1,1,6.0,0
2021,ลำพูน,แม่ทา,3,48,35,35,0.0,0
2021,ศรีสะเกษ,กันทรลักษ์,13,0,400,9,2533.0,0
2021,ศรีสะเกษ,กันทรารมย์,4,0,573,0,1908.0,0
2021,ศรีสะเกษ,ขุขันธ์,14,6679,17,2,44534.0,0
2021,ศรีสะเกษ,ขุนหาญ,8,9517,3779,49,0.0,0
2021,ศรีสะเกษ,น้ำเกลี้ยง,2,0,0,0,450.0,0
2021,ศรีสะเกษ,บึงบูรพ์,1,0,0,0,0.0,0
2021,ศรีสะเกษ,ปรางค์กู่,5,3327,4212,0,24528.0,0
2021,ศรีสะเกษ,พยุห์,4,0,797,4,5818.0,0
2021,ศรีสะเกษ,ภูสิงห์,13,3012,2869,262,14239.0,0
2021,ศรีสะเกษ,ยางชุมน้อย,5,857,0,4,2954.0,0
2021,ศรีสะเกษ,ราษีไศล,7,100,1100,0,495.0,0
2021,ศรีสะเกษ,วังหิน,6,59,120,5,1187.0,0
2021,ศรีสะเกษ,ศรีรัตนะ,4,3446,0,42,3597.0,0
2021,ศรีสะเกษ,ศิลาลาด,3,61,0,0,341.0,0
2021,ศรีสะเกษ,ห้วยทับทัน,7,319,297,6,13491.0,0
2021,ศรีสะเกษ,อุทุมพรพิสัย,8,372,842,0,5470.0,0
2021,ศรีสะเกษ,เบญจลักษ์,2,49,0,0,305.0,0
2021,ศรีสะเกษ,เมืองจันทร์,2,5,302,1,0.0,0
2021,ศรีสะเกษ,เมืองศรีสะเกษ,30,0,1707,69,5362.0,0
2021,ศรีสะเกษ,โนนคูณ,1,389,386,0,2606.0,0
2021,ศรีสะเกษ,โพธิ์ศรีสุวรรณ,1,0,591,0,0.0,0
2021,ศรีสะเกษ,ไพรบึง,3,47425,11945,31,0.0,0
2021,สงขลา,ควนเนียง,1,0,0,0,0.0,0
2021,สงขลา,นาทวี,2,15736,4892,0,0.0,0
2021,สงขลา,ระโนด,5,0,0,0,0.0,0
2021,สงขลา,สะบ้าย้อย,3,1479,478,508,0.0,0
2021,สงขลา,สะเดา,1,20,11,0,0.0,0
2021,สงขลา,เทพา,1,78,26,0,0.0,1
2021,สงขลา,เมืองสงขลา,1,0,0,0,0.0,0
2021,สตูล,ควนโดน,1,2872,924,924,0.0,0
2021,สตูล,ท่าแพ,1,284,65,65,0.0,0
2021,สตูล,ละงู,2,550,162,157,0.0,0
2021,สตูล,เมืองสตูล,1,2460,820,0,0.0,0
2021,สมุทรปราการ,บางบ่อ,2,13635,14957,300,50.0,0
2021,สมุทรปราการ,บางพลี,1,19416,9412,0,1.0,0
2021,สมุทรปราการ,บางเสาธง,2,31060,26212,1212,0.0,0
2021,สมุทรปราการ,พระสมุทรเจดีย์,2,980,5,0,0.0,0
2021,สมุทรปราการ,เมืองสมุทรปราการ,1,8580,3065,2860,0.0,0
2021,สมุทรสาคร,กระทุ่มแบน,3,0,125,145,0.0,0
2021,สมุทรสาคร,บ้านแพ้ว,2,0,125,135,0.0,0
2021,สมุทรสาคร,เมืองสมุทรสาคร,2,0,80,80,0.0,0
2021,สระบุรี,ดอนพุด,2,409,1144,187,731.0,0
2021,สระบุรี,บ้านหมอ,4,250,202,202,145.0,0
2021,สระบุรี,พระพุทธบาท,3,996,235,235,447.0,0
2021,สระบุรี,มวกเหล็ก,4,39,61,3,490.0,0
2021,สระบุรี,วังม่วง,5,440,215,117,202.0,0
2021,สระบุรี,วิหารแดง,2,36,18,18,0.0,0
2021,สระบุรี,หนองแค,2,3238,285,204,100.0,0
2021,สระบุรี,หนองแซง,2,811,204,0,0.0,0
2021,สระบุรี,หนองโดน,1,4000,700,700,2050.0,0
2021,สระบุรี,เฉลิมพระเกียรติ,2,45,15,13,31.0,0
2021,สระบุรี,เมืองสระบุรี,4,2473,1534,716,3.0,0
2021,สระบุรี,เสาไห้,2,0,583,583,200.0,0
2021,สระบุรี,แก่งคอย,7,267,140,131,623.0,0
2021,สระแก้ว,คลองหาด,8,2792,2454,7,369.0,0
2021,สระแก้ว,ตาพระยา,6,0,2151,10,62561.0,0
2021,สระแก้ว,วัฒนานคร,6,0,223,0,266.0,0
2021,สระแก้ว,อรัญประเทศ,5,7100,2550,10,500.0,0
2021,สระแก้ว,เขาฉกรรจ์,3,0,23,14,0.0,0
2021,สระแก้ว,เมืองสระแก้ว,9,0,255,199,170.0,0
2021,สระแก้ว,โคกสูง,11,1178,782,233,0.0,0
2021,สิงห์บุรี,ค่ายบางระจัน,2,218,52,53,0.0,0
2021,สิงห์บุรี,ท่าช้าง,1,848,292,292,0.0,0
2021,สิงห์บุรี,พรหมบุรี,2,1102,280,270,0.0,0
2021,สิงห์บุรี,อินทร์บุรี,3,336,854,1597,0.0,3
2021,สิงห์บุรี,เมืองสิงห์บุรี,1,660,220,220,0.0,0
2021,สุพรรณบุรี,ดอนเจดีย์,4,0,712,0,7120.0,0
2021,สุพรรณบุรี,ด่านช้าง,6,70,236,236,0.0,0
2021,สุพรรณบุรี,บางปลาม้า,3,0,0,0,0.0,0
2021,สุพรรณบุรี,ศรีประจันต์,1,0,0,0,0.0,0
2021,สุพรรณบุรี,สองพี่น้อง,3,10503,2753,500,14085.0,0
2021,สุพรรณบุรี,สามชุก,1,7212,2008,0,34816.0,0
2021,สุพรรณบุรี,หนองหญ้าไซ,6,0,0,56,550.0,0
2021,สุพรรณบุรี,อู่ทอง,3,2775,2775,1038,16778.0,0
2021,สุพรรณบุรี,เดิมบางนางบวช,5,0,0,0,0.0,0
2021,สุพรรณบุรี,เมืองสุพรรณบุรี,3,9007,6323,5063,4803.0,0
2021,สุราษฎร์ธานี,กาญจนดิษฐ์,7,5021,1431,1,20.0,0
2021,สุราษฎร์ธานี,คีรีรัฐนิคม,6,3114,871,5,0.0,0
2021,สุราษฎร์ธานี,ชัยบุรี,7,538,148,0,0.0,0
2021,สุราษฎร์ธานี,ดอนสัก,4,1135,445,3,0.0,0
2021,สุราษฎร์ธานี,ท่าฉาง,3,2520,617,10,0.0,0
2021,สุราษฎร์ธานี,ท่าชนะ,3,3360,1154,0,0.0,0
2021,สุราษฎร์ธานี,บ้านตาขุน,2,480,130,1,50.0,0
2021,สุราษฎร์ธานี,บ้านนาสาร,3,5374,1494,46,1210.0,0
2021,สุราษฎร์ธานี,บ้านนาเดิม,2,1500,450,1,250.0,0
2021,สุราษฎร์ธานี,พนม,5,950,261,2,0.0,0
2021,สุราษฎร์ธานี,พระแสง,3,4300,1428,0,0.0,0
2021,สุราษฎร์ธานี,พุนพิน,5,7240,2160,30,7100.0,0
2021,สุราษฎร์ธานี,วิภาวดี,4,1200,620,0,0.0,0
2021,สุราษฎร์ธานี,เกาะพะงัน,3,815,220,0,0.0,0
2021,สุราษฎร์ธานี,เกาะสมุย,1,1001,229,0,0.0,0
2021,สุราษฎร์ธานี,เคียนซา,2,1230,315,0,850.0,0
2021,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,3,7188,3668,0,2850.0,0
2021,สุราษฎร์ธานี,เวียงสระ,5,447,80,5,0.0,0
2021,สุราษฎร์ธานี,ไชยา,4,12236,3419,30,90.0,0
2021,สุรินทร์,กาบเชิง,2,782,782,0,2967.0,0
2021,สุรินทร์,จอมพระ,4,141,141,0,6024.0,0
2021,สุรินทร์,ชุมพลบุรี,7,2126,2126,0,16236.0,0
2021,สุรินทร์,ท่าตูม,9,4139,4139,0,25949.0,0
2021,สุรินทร์,บัวเชด,1,4350,1425,545,4200.0,0
2021,สุรินทร์,ปราสาท,2,1536,890,0,3456.0,0
2021,สุรินทร์,พนมดงรัก,2,7876,162,0,461.0,0
2021,สุรินทร์,รัตนบุรี,6,2707,2707,2,18081.0,0
2021,สุรินทร์,ศรีณรงค์,3,798,798,0,4950.0,0
2021,สุรินทร์,ศีขรภูมิ,5,254,254,0,1593.0,0
2021,สุรินทร์,สังขะ,6,11814,8514,1,3877.0,0
2021,สุรินทร์,สำโรงทาบ,4,13827,3500,0,5659.0,0
2021,สุรินทร์,เมืองสุรินทร์,3,1061,1061,19,5508.0,0
2021,สุโขทัย,กงไกรลาศ,31,11348,4343,3,35353.0,0
2021,สุโขทัย,คีรีมาศ,8,20387,6968,1631,35589.0,0
2021,สุโขทัย,ทุ่งเสลี่ยม,8,6666,2398,185,4934.0,0
2021,สุโขทัย,บ้านด่านลานหอย,3,14866,10881,14,61947.0,0
2021,สุโขทัย,ศรีนคร,3,0,1335,0,8898.0,0
2021,สุโขทัย,ศรีสัชนาลัย,3,0,1291,0,12539.0,0
2021,สุโขทัย,ศรีสำโรง,5,4560,1114,1114,73158.0,0
2021,สุโขทัย,สวรรคโลก,13,15993,5402,101,231421.0,0
2021,สุโขทัย,เมืองสุโขทัย,7,15296,6159,1283,32352.0,0
2021,หนองคาย,ศรีเชียงใหม่,1,0,0,0,0.0,0
2021,หนองคาย,โพธิ์ตาก,1,0,0,0,0.0,0
2021,หนองบัวลำภู,ศรีบุญเรือง,4,245,529,40,6035.0,0
2021,หนองบัวลำภู,โนนสัง,2,1830,907,130,5119.0,0
2021,อำนาจเจริญ,พนา,2,0,100,0,260.0,0
2021,อำนาจเจริญ,ลืออำนาจ,2,3692,1564,0,21600.0,0
2021,อำนาจเจริญ,หัวตะพาน,1,0,0,0,0.0,0
2021,อำนาจเจริญ,เมืองอำนาจเจริญ,2,0,70,0,1810.0,0
2021,อุตรดิตถ์,ตรอน,1,14,14,0,0.0,0
2021,อุตรดิตถ์,ทองแสนขัน,3,0,180,0,615.0,0
2021,อุตรดิตถ์,น้ำปาด,1,0,0,0,0.0,0
2021,อุตรดิตถ์,พิชัย,2,178,98,0,1731.0,0
2021,อุตรดิตถ์,เมืองอุตรดิตถ์,2,15,22,0,0.0,0
2021,อุทัยธานี,ทัพทัน,7,4678,1982,836,19102.0,0
2021,อุทัยธานี,บ้านไร่,5,1352,1023,111,4930.0,0
2021,อุทัยธานี,ลานสัก,4,3675,2833,724,295.0,0
2021,อุทัยธานี,สว่างอารมณ์,2,2503,2503,45,30309.0,0
2021,อุทัยธานี,หนองขาหย่าง,1,568,568,221,8514.0,0
2021,อุทัยธานี,หนองฉาง,4,4682,1656,20,13046.0,0
2021,อุทัยธานี,ห้วยคต,1,160,40,0,102.0,0
2021,อุทัยธานี,เมืองอุทัยธานี,3,2393,1019,986,13767.0,0
2021,อุบลราชธานี,กุดข้าวปุ้น,3,368,0,0,1800.0,0
2021,อุบลราชธานี,ดอนมดแดง,2,25,6,0,5087.0,0
2021,อุบลราชธานี,ตระการพืชผล,3,1299,0,0,2440.0,0
2021,อุบลราชธานี,ตาลสุม,2,419,38,0,3014.0,0
2021,อุบลราชธานี,ทุ่งศรีอุดม,2,702,0,0,2148.0,0
2021,อุบลราชธานี,น้ำยืน,1,0,0,0,0.0,0
2021,อุบลราชธานี,ม่วงสามสิบ,2,1914,0,0,13542.0,0
2021,อุบลราชธานี,วารินชำราบ,6,746,40,0,3409.0,1
2021,อุบลราชธานี,สว่างวีระวงศ์,2,0,59,0,230.0,0
2021,อุบลราชธานี,สำโรง,2,498,150,0,0.0,0
2021,อุบลราชธานี,สิรินธร,1,0,0,37,1.0,0
2021,อุบลราชธานี,เขมราฐ,1,0,0,0,0.0,0
2021,อุบลราชธานี,เขื่องใน,4,2127,2127,0,16568.0,0
2021,อุบลราชธานี,เมืองอุบลราชธานี,4,2478,2467,98,13106.0,0
2021,อุบลราชธานี,เหล่าเสือโก้ก,2,257,257,0,2768.0,0
2021,อ่างทอง,ป่าโมก,10,4019,1314,1155,1061.0,0
2021,อ่างทอง,วิเศษชัยชาญ,4,8606,3179,0,17017.0,0
2021,อ่างทอง,สามโก้,1,0,934,63,5738.0,0
2021,อ่างทอง,เมืองอ่างทอง,22,2067,551,526,1906.0,0
2021,อ่างทอง,แสวงหา,1,569,569,0,7957.0,0
2021,อ่างทอง,โพธิ์ทอง,2,2956,0,0,14656.0,0
2021,อ่างทอง,ไชโย,9,5259,1729,1427,7459.0,0
2021,เชียงราย,ขุนตาล,4,14428,5641,2,269.0,0
2021,เชียงราย,ดอยหลวง,5,1652,730,0,3396.0,0
2021,เชียงราย,ป่าแดด,3,300,135,0,110.0,0
2021,เชียงราย,พญาเม็งราย,3,456,227,27,182.0,0
2021,เชียงราย,พาน,4,229,152,11,90.0,0
2021,เชียงราย,เชียงของ,13,4014,1416,162,770.0,0
2021,เชียงราย,เชียงแสน,12,1192,437,3,2685.0,0
2021,เชียงราย,เทิง,3,28,28,0,2234.0,0
2021,เชียงราย,เมืองเชียงราย,26,2661,782,10,1556.0,0
2021,เชียงราย,เวียงชัย,4,42,14,14,20.0,0
2021,เชียงราย,เวียงเชียงรุ้ง,4,1366,476,14,4666.0,0
2021,เชียงราย,เวียงแก่น,3,1124,387,272,1860.0,0
2021,เชียงราย,แม่จัน,4,852,361,1,228.0,0
2021,เชียงราย,แม่ฟ้าหลวง,3,198,108,3,239.0,0
2021,เชียงราย,แม่ลาว,4,45,15,15,4.0,0
2021,เชียงราย,แม่สรวย,5,128,58,7,61.0,0
2021,เชียงราย,แม่สาย,6,3001,830,201,410.0,0
2021,เชียงใหม่,กัลยาณิวัฒนา,5,7694,3086,0,5.0,0
2021,เชียงใหม่,จอมทอง,8,34347,10656,0,22.0,0
2021,เชียงใหม่,ดอยสะเก็ด,1,2,2,0,0.0,0
2021,เชียงใหม่,ดอยหล่อ,1,50,20,0,0.0,0
2021,เชียงใหม่,ดอยเต่า,4,13323,6208,300,366.0,0
2021,เชียงใหม่,ฝาง,28,9683,3685,758,1561.0,0
2021,เชียงใหม่,พร้าว,3,1545,560,0,0.0,0
2021,เชียงใหม่,สะเมิง,2,2400,800,0,0.0,0
2021,เชียงใหม่,สันทราย,1,0,0,0,0.0,0
2021,เชียงใหม่,สันป่าตอง,5,572,227,89,5.0,0
2021,เชียงใหม่,หางดง,1,426,145,1,0.0,0
2021,เชียงใหม่,อมก๋อย,13,39658,14033,23,101.0,0
2021,เชียงใหม่,ฮอด,12,6159,1633,23,796.0,0
2021,เชียงใหม่,เชียงดาว,6,189,42,5,298.0,0
2021,เชียงใหม่,แม่ริม,5,1598,363,13,34.0,0
2021,เชียงใหม่,แม่วาง,4,14880,4322,0,170.0,0
2021,เชียงใหม่,แม่ออน,1,0,0,0,0.0,1
2021,เชียงใหม่,แม่อาย,18,18861,6841,85,872.0,0
2021,เชียงใหม่,แม่แจ่ม,8,42127,12249,0,40.0,0
2021,เชียงใหม่,แม่แตง,4,1323,527,12,0.0,0
2021,เชียงใหม่,ไชยปราการ,7,1389,49,7,5.0,1
2021,เพชรบุรี,ท่ายาง,12,475,205,54,169.0,0
2021,เพชรบุรี,บ้านลาด,6,6756,6036,2524,50.0,0
2021,เพชรบุรี,บ้านแหลม,3,260,130,0,400.0,0
2021,เพชรบุรี,หนองหญ้าปล้อง,7,341,124,8,292.0,0
2021,เพชรบุรี,เขาย้อย,1,31,31,0,112.0,0
2021,เพชรบุรี,เมืองเพชรบุรี,6,2840,915,2,223.0,0
2021,เพชรบุรี,แก่งกระจาน,11,1588,640,13,580.0,0
2021,เพชรบูรณ์,ชนแดน,2,1500,500,0,0.0,0
2021,เพชรบูรณ์,น้ำหนาว,2,568,127,3,0.0,0
2021,เพชรบูรณ์,บึงสามพัน,1,680,338,2,2480.0,0
2021,เพชรบูรณ์,วังโป่ง,3,28,11,10,0.0,1
2021,เพชรบูรณ์,วิเชียรบุรี,1,8,2,2,0.0,2
2021,เพชรบูรณ์,ศรีเทพ,3,0,0,5,30.0,0
2021,เพชรบูรณ์,หนองไผ่,7,561,376,13,9480.0,0
2021,เพชรบูรณ์,หล่มสัก,9,33213,14758,2000,1428.0,1
2021,เพชรบูรณ์,หล่มเก่า,3,0,0,406,0.0,0
2021,เพชรบูรณ์,เมืองเพชรบูรณ์,3,29,13,3,30.0,0
2021,เลย,ด่านซ้าย,11,285,95,115,0.0,0
2021,เลย,ท่าลี่,3,194,52,62,0.0,0
2021,เลย,นาแห้ว,3,36,12,21,101.0,0
2021,เลย,ปากชม,1,30,9,9,0.0,0
2021,เลย,ภูกระดึง,4,130,70,50,0.0,0
2021,เลย,ภูเรือ,1,38,11,11,0.0,0
2021,เลย,วังสะพุง,4,122,37,37,20.0,0
2021,เลย,เมืองเลย,9,1580,364,394,50.0,0
2021,แพร่,ลอง,4,44,40,21,31.0,0
2021,แพร่,วังชิ้น,3,0,14,12,174.0,0
2021,แพร่,สอง,1,258,0,0,1503.0,0
2021,แพร่,หนองม่วงไข่,1,15,0,0,30.0,0
2021,แพร่,เด่นชัย,2,1000,536,0,114.0,0
2021,แพร่,เมืองแพร่,2,471,231,0,0.0,0
2021,แม่ฮ่องสอน,ขุนยวม,1,20,12,10,0.0,0
2021,แม่ฮ่องสอน,ปางมะผ้า,3,1558,397,6,30.0,0
2021,แม่ฮ่องสอน,ปาย,4,10555,3984,55,100.0,0
2021,แม่ฮ่องสอน,สบเมย,10,11052,4406,2,27.0,0
2021,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,9,22253,8918,10,20.0,0
2021,แม่ฮ่องสอน,แม่ลาน้อย,13,30685,9277,6,100.0,0
2021,แม่ฮ่องสอน,แม่สะเรียง,5,49315,15411,5,196.0,0
2022,กระบี่,คลองท่อม,3,0,98,0,0.0,0
2022,กระบี่,อ่าวลึก,1,56,56,56,0.0,0
2022,กระบี่,เกาะลันตา,3,2588,697,24,0.0,0
2022,กระบี่,เขาพนม,4,247,53,0,75.0,0
2022,กระบี่,เมืองกระบี่,8,1932,633,160,0.0,0
2022,กาญจนบุรี,ด่านมะขามเตี้ย,2,30,14,0,0.0,0
2022,กาญจนบุรี,ทองผาภูมิ,1,0,0,0,0.0,0
2022,กาญจนบุรี,ท่ามะกา,3,60,59,39,60.0,0
2022,กาญจนบุรี,ท่าม่วง,1,516,201,132,220.0,0
2022,กาญจนบุรี,บ่อพลอย,1,0,0,0,0.0,0
2022,กาญจนบุรี,พนมทวน,3,250,79,0,0.0,0
