year,province,district,events,affected_people,affected_households,housing_units,agriculture_rai,deaths
2020,กระบี่,คลองท่อม,1,0,612,0,0.0,0
2020,กระบี่,ปลายพระยา,1,100,30,0,140.0,0
2020,กระบี่,ลำทับ,1,0,0,0,0.0,0
2020,กระบี่,อ่าวลึก,1,1725,415,20,0.0,0
2020,กระบี่,เกาะลันตา,1,160,40,2,0.0,0
2020,กระบี่,เขาพนม,1,2155,230,0,0.0,0
2020,กระบี่,เมืองกระบี่,2,1515,503,3,0.0,0
2020,กรุงเทพมหานคร,คลองสามวา,1,24,24,0,287.0,0
2020,กรุงเทพมหานคร,ตลิ่งชัน,1,60,60,0,180.0,0
2020,กรุงเทพมหานคร,ทวีวัฒนา,1,3,3,0,8.0,0
2020,กรุงเทพมหานคร,บางบอน,1,1,1,0,2.0,0
2020,กรุงเทพมหานคร,มีนบุรี,1,15,15,0,26.0,0
2020,กรุงเทพมหานคร,สายไหม,1,8,8,0,1.0,0
2020,กรุงเทพมหานคร,หนองแขม,1,4,4,0,60.0,0
2020,กาญจนบุรี,ด่านมะขามเตี้ย,5,709,287,9,2790.0,0
2020,กาญจนบุรี,ท่ามะกา,7,1345,512,15,2632.0,0
2020,กาญจนบุรี,ท่าม่วง,19,1234,459,171,1786.0,0
2020,กาญจนบุรี,บ่อพลอย,5,6633,2103,0,12101.0,0
2020,กาญจนบุรี,พนมทวน,1,0,0,0,0.0,0
2020,กาญจนบุรี,ศรีสวัสดิ์,2,3100,670,0,200.0,0
2020,กาญจนบุรี,สังขละบุรี,1,6,6,0,0.0,1
2020,กาญจนบุรี,ห้วยกระเจา,1,0,692,692,650.0,0
2020,กาญจนบุรี,เมืองกาญจนบุรี,8,159,105,4,230.0,0
2020,กาญจนบุรี,เลาขวัญ,9,35721,17057,20,25509.0,0
2020,กาญจนบุรี,ไทรโยค,5,804,282,0,88.0,0
2020,กาฬสินธุ์,กมลาไสย,2,664,160,0,1290.0,0
2020,กาฬสินธุ์,ดอนจาน,1,5000,1300,0,0.0,0
2020,กาฬสินธุ์,นาคู,2,810,270,0,1962.0,0
2020,กาฬสินธุ์,เขาวง,2,590,180,0,250.0,0
2020,กำแพงเพชร,ขาณุวรลักษบุรี,1,535,228,0,2864.0,0
2020,กำแพงเพชร,คลองขลุง,2,134,32,0,70.0,0
2020,กำแพงเพชร,คลองลาน,3,80,15,0,28.0,0
2020,กำแพงเพชร,เมืองกำแพงเพชร,9,7078,2866,541,14885.0,0
2020,กำแพงเพชร,โกสัมพีนคร,3,531,164,0,164.0,0
2020,ขอนแก่น,ชนบท,1,118,40,1,225.0,0
2020,ขอนแก่น,ชุมแพ,1,902,0,0,2993.0,0
2020,ขอนแก่น,บ้านแฮด,1,1133,3997,0,0.0,0
2020,ขอนแก่น,บ้านไผ่,2,952,263,263,0.0,0
2020,ขอนแก่น,ภูผาม่าน,1,180,67,67,1780.0,0
2020,ขอนแก่น,มัญจาคีรี,1,291,98,0,670.0,0
2020,ขอนแก่น,แวงน้อย,1,1151,292,0,2656.0,0
2020,ขอนแก่น,แวงใหญ่,1,0,551,0,5519.0,0
2020,ขอนแก่น,โคกโพธิ์ไชย,1,426,0,0,3486.0,0
2020,ขอนแก่น,โนนศิลา,1,22597,6998,2,0.0,0
2020,จันทบุรี,ขลุง,2,245,87,0,90.0,0
2020,จันทบุรี,ท่าใหม่,4,5,12,1,0.0,0
2020,จันทบุรี,นายายอาม,2,46,10,0,0.0,0
2020,จันทบุรี,มะขาม,1,3000,800,1131,0.0,0
2020,จันทบุรี,สอยดาว,1,380,411,224,200.0,0
2020,จันทบุรี,เขาคิชฌกูฏ,2,0,12,0,70.0,0
2020,จันทบุรี,เมืองจันทบุรี,2,116,30,4,0.0,0
2020,จันทบุรี,แหลมสิงห์,1,4,1,1,0.0,0
2020,จันทบุรี,โป่งน้ำร้อน,3,3238,859,75,851.0,1
2020,ฉะเชิงเทรา,บางคล้า,1,275,61,0,0.0,0
2020,ฉะเชิงเทรา,บ้านโพธิ์,4,348,148,121,191.0,0
2020,ฉะเชิงเทรา,พนมสารคาม,12,1583,951,120,3860.0,0
2020,ฉะเชิงเทรา,ราชสาส์น,2,51,51,0,980.0,0
2020,ฉะเชิงเทรา,สนามชัยเขต,1,10,6,0,14.0,0
2020,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,5,0,609,0,0.0,0
2020,ฉะเชิงเทรา,แปลงยาว,1,400,210,0,0.0,0
2020,ชลบุรี,บางละมุง,2,0,0,2,0.0,0
2020,ชลบุรี,บ้านบึง,2,160,60,0,210.0,0
2020,ชลบุรี,พนัสนิคม,27,4636,1811,942,2518.0,0
2020,ชลบุรี,ศรีราชา,4,140,86,66,0.0,0
2020,ชลบุรี,เกาะจันทร์,3,0,22,21,6.0,0
2020,ชลบุรี,เมืองชลบุรี,1,18,5,5,0.0,0
2020,ชัยนาท,วัดสิงห์,3,3300,1282,847,2770.0,0
2020,ชัยนาท,สรรคบุรี,1,52,52,0,1033.0,0
2020,ชัยนาท,หนองมะโมง,2,3,29,1,453.0,0
2020,ชัยนาท,หันคา,3,7322,1900,51,41633.0,0
2020,ชัยนาท,เนินขาม,4,13891,5019,1167,13864.0,0
2020,ชัยนาท,เมืองชัยนาท,1,11,11,11,0.0,0
2020,ชัยภูมิ,คอนสาร,3,650,568,357,7184.0,0
2020,ชัยภูมิ,จัตุรัส,3,0,0,9,107519.0,0
2020,ชัยภูมิ,ซับใหญ่,1,0,3877,0,35749.0,0
2020,ชัยภูมิ,บำเหน็จณรงค์,1,0,0,0,0.0,0
2020,ชัยภูมิ,บ้านเขว้า,1,0,6654,5,74305.0,0
2020,ชัยภูมิ,ภูเขียว,3,760,830,0,3928.0,0
2020,ชัยภูมิ,หนองบัวระเหว,2,3904,3904,0,37331.0,0
2020,ชัยภูมิ,หนองบัวแดง,1,0,27,0,68.0,0
2020,ชัยภูมิ,เทพสถิต,1,0,431,4,1647.0,0
2020,ชัยภูมิ,เนินสง่า,1,0,59,0,358.0,0
2020,ชัยภูมิ,เมืองชัยภูมิ,4,51226,14091,0,42204.0,0
2020,ชุมพร,ทุ่งตะโก,3,1021,331,0,0.0,0
2020,ชุมพร,ท่าแซะ,3,4387,1610,5,200.0,0
2020,ชุมพร,ปะทิว,3,1280,429,0,215.0,0
2020,ชุมพร,พะโต๊ะ,5,1202,522,6,45.0,0
2020,ชุมพร,ละแม,1,997,290,2,0.0,0
2020,ชุมพร,สวี,6,4266,1342,160,0.0,0
2020,ชุมพร,หลังสวน,5,5963,1960,59,100.0,0
2020,ชุมพร,เมืองชุมพร,5,3113,807,0,0.0,0
2020,ตรัง,กันตัง,8,797,255,233,0.0,0
2020,ตรัง,นาโยง,3,1308,558,0,0.0,0
2020,ตรัง,ปะเหลียน,3,1704,596,14,0.0,0
2020,ตรัง,ย่านตาขาว,3,1103,333,0,0.0,0
2020,ตรัง,รัษฎา,4,6817,2149,0,0.0,0
2020,ตรัง,วังวิเศษ,2,1704,463,0,0.0,0
2020,ตรัง,สิเกา,1,0,50,0,0.0,0
2020,ตรัง,หาดสำราญ,1,0,0,0,0.0,0
2020,ตรัง,ห้วยยอด,13,8730,2404,100,2181.0,0
2020,ตรัง,เมืองตรัง,25,5531,1741,549,2797.0,2
2020,ตราด,บ่อไร่,2,0,0,0,0.0,0
2020,ตราด,เกาะช้าง,1,0,0,0,0.0,0
2020,ตราด,เขาสมิง,2,0,0,0,0.0,0
2020,ตราด,เมืองตราด,1,0,0,0,0.0,0
2020,ตราด,แหลมงอบ,3,70,106,0,0.0,0
2020,ตาก,ท่าสองยาง,1,0,0,0,60.0,0
2020,ตาก,พบพระ,2,370,683,0,1243.0,0
2020,ตาก,สามเงา,1,0,0,0,70.0,0
2020,ตาก,อุ้มผาง,1,325,122,0,1000.0,0
2020,ตาก,เมืองตาก,2,24003,8131,0,325.0,0
2020,ตาก,แม่ระมาด,1,32764,6699,0,400.0,0
2020,ตาก,แม่สอด,3,156,90,0,0.0,0
2020,นครปฐม,กำแพงแสน,11,38133,19608,20635,1940.0,0
2020,นครปฐม,ดอนตูม,7,2418,771,86,180.0,0
2020,นครปฐม,นครชัยศรี,14,63976,22672,19416,13016.0,0
2020,นครปฐม,บางเลน,14,14378,4797,886,3011.0,0
2020,นครปฐม,พุทธมณฑล,1,0,0,0,0.0,0
2020,นครปฐม,สามพราน,3,11065,6108,115,120.0,0
2020,นครปฐม,เมืองนครปฐม,7,18148,10338,340,7416.0,0
2020,นครพนม,บ้านแพง,1,132,33,20,0.0,0
2020,นครราชสีมา,ขามทะเลสอ,5,1350,350,18,6266.0,0
2020,นครราชสีมา,ขามสะแกแสง,1,4724,1412,0,0.0,0
2020,นครราชสีมา,คง,1,229,0,1,3439.0,0
2020,นครราชสีมา,ครบุรี,3,5499,5499,0,75810.0,0
2020,นครราชสีมา,จักราช,3,2659,905,247,6898.0,0
2020,นครราชสีมา,ชุมพวง,5,14473,4166,8,26739.0,0
2020,นครราชสีมา,ด่านขุนทด,8,119178,42438,38,64359.0,0
2020,นครราชสีมา,บัวใหญ่,1,3024,880,0,0.0,0
2020,นครราชสีมา,ประทาย,1,0,874,0,7028.0,0
2020,นครราชสีมา,ปักธงชัย,6,15375,15354,0,76932.0,0
2020,นครราชสีมา,ปากช่อง,11,74274,29988,6298,60184.0,0
2020,นครราชสีมา,พระทองคำ,1,5785,127,0,18198.0,0
2020,นครราชสีมา,พิมาย,5,3677,2826,5002,28514.0,0
2020,นครราชสีมา,ลำทะเมนชัย,2,1116,216,0,1088.0,0
2020,นครราชสีมา,วังน้ำเขียว,8,18250,6868,91,48021.0,1
2020,นครราชสีมา,สีคิ้ว,9,3100,1410,366,67858.0,0
2020,นครราชสีมา,สูงเนิน,6,16477,6720,0,31280.0,0
2020,นครราชสีมา,หนองบุญมาก,1,2247,1000,0,16284.0,0
2020,นครราชสีมา,ห้วยแถลง,5,2800,5235,0,15129.0,0
2020,นครราชสีมา,เฉลิมพระเกียรติ,3,3034,1756,0,17795.0,0
2020,นครราชสีมา,เทพารักษ์,2,4618,12043,26,11557.0,0
2020,นครราชสีมา,เมืองนครราชสีมา,11,85889,44251,604,18212.0,0
2020,นครราชสีมา,เมืองยาง,3,1906,0,0,16817.0,0
2020,นครราชสีมา,เสิงสาง,7,1142,1015,48,9661.0,0
2020,นครราชสีมา,แก้งสนามนาง,5,117,29,10,568.0,0
2020,นครราชสีมา,โชคชัย,9,4089,159,713,35018.0,0
2020,นครราชสีมา,โนนสูง,20,3460,2562,443,31560.0,0
2020,นครราชสีมา,โนนแดง,1,775,0,0,7403.0,0
2020,นครราชสีมา,โนนไทย,4,0,1976,432,0.0,0
2020,นครศรีธรรมราช,ขนอม,1,1250,265,3,0.0,0
2020,นครศรีธรรมราช,จุฬาภรณ์,1,15715,5327,0,0.0,0
2020,นครศรีธรรมราช,ฉวาง,2,52577,15599,0,0.0,0
2020,นครศรีธรรมราช,ชะอวด,2,7700,2842,0,0.0,0
2020,นครศรีธรรมราช,ช้างกลาง,5,3082,7833,24,510.0,0
2020,นครศรีธรรมราช,ถ้ำพรรณรา,3,4924,2462,0,6316.0,0
2020,นครศรีธรรมราช,ทุ่งสง,2,0,0,0,0.0,0
2020,นครศรีธรรมราช,ทุ่งใหญ่,3,0,0,0,0.0,0
2020,นครศรีธรรมราช,ท่าศาลา,2,109680,34284,0,0.0,0
2020,นครศรีธรรมราช,นบพิตำ,1,28786,9994,0,2580.0,1
2020,นครศรีธรรมราช,นาบอน,4,26752,9400,0,23770.0,1
2020,นครศรีธรรมราช,บางขัน,2,4504,1360,0,0.0,0
2020,นครศรีธรรมราช,ปากพนัง,2,60010,18849,0,0.0,0
2020,นครศรีธรรมราช,พรหมคีรี,1,37507,12666,0,0.0,0
2020,นครศรีธรรมราช,พระพรหม,1,27978,9326,0,0.0,0
2020,นครศรีธรรมราช,พิปูน,2,29137,11776,0,0.0,0
2020,นครศรีธรรมราช,ร่อนพิบูลย์,3,83600,27727,0,0.0,0
2020,นครศรีธรรมราช,ลานสกา,1,39839,14606,1,1290.0,0
2020,นครศรีธรรมราช,สิชล,1,0,0,0,0.0,0
2020,นครศรีธรรมราช,หัวไทร,2,41237,17572,0,72773.0,0
2020,นครศรีธรรมราช,เฉลิมพระเกียรติ,1,23460,6808,0,0.0,1
2020,นครศรีธรรมราช,เชียรใหญ่,1,15419,8459,0,0.0,0
2020,นครศรีธรรมราช,เมืองนครศรีธรรมราช,2,237513,93003,0,0.0,0
2020,นครสวรรค์,ชุมตาบง,1,46,10,10,1100.0,0
2020,นครสวรรค์,ชุมแสง,1,381,381,0,0.0,0
2020,นครสวรรค์,บรรพตพิสัย,2,1166,462,20,5840.0,0
2020,นครสวรรค์,พยุหะคีรี,1,40,13,13,123.0,0
2020,นครสวรรค์,ลาดยาว,2,408,136,84,1240.0,0
2020,นครสวรรค์,เมืองนครสวรรค์,1,1900,730,25,13920.0,0
2020,นครสวรรค์,แม่เปิน,2,150,50,0,0.0,0
2020,นครสวรรค์,ไพศาลี,1,0,0,0,0.0,1
2020,นราธิวาส,จะแนะ,2,14617,3156,0,81.0,0
2020,นราธิวาส,ตากใบ,1,9396,2068,0,0.0,0
2020,นราธิวาส,บาเจาะ,3,4419,1459,2,0.0,0
2020,นราธิวาส,ยี่งอ,2,14860,11623,0,0.0,0
2020,นราธิวาส,ระแงะ,4,23878,6531,0,0.0,0
2020,นราธิวาส,รือเสาะ,5,9464,2885,0,4085.0,0
2020,นราธิวาส,ศรีสาคร,1,8050,1610,0,0.0,0
2020,นราธิวาส,สุคิริน,4,2281,1027,2,0.0,0
2020,นราธิวาส,สุไหงปาดี,3,7554,2682,0,0.0,0
2020,นราธิวาส,สุไหงโก-ลก,4,9740,2435,0,0.0,0
2020,นราธิวาส,เจาะไอร้อง,2,22103,14494,0,0.0,0
2020,นราธิวาส,เมืองนราธิวาส,3,9887,2189,0,0.0,0
2020,นราธิวาส,แว้ง,4,7653,2081,0,0.0,0
2020,น่าน,ทุ่งช้าง,3,865,468,0,29.0,0
2020,น่าน,ท่าวังผา,9,2081,1118,0,6385.0,0
2020,น่าน,นาน้อย,15,5231,1288,2,859.0,0
2020,น่าน,นาหมื่น,2,140,167,1,72.0,0
2020,น่าน,บ่อเกลือ,5,2427,512,0,5.0,0
2020,น่าน,บ้านหลวง,3,1530,270,10,2120.0,0
2020,น่าน,ปัว,9,8212,3119,3,3088.0,0
2020,น่าน,ภูเพียง,7,1721,741,8,910.0,0
2020,น่าน,สองแคว,4,834,278,9,577.0,0
2020,น่าน,สันติสุข,8,1697,687,0,805.0,2
2020,น่าน,เฉลิมพระเกียรติ,3,558,144,0,160.0,0
2020,น่าน,เชียงกลาง,5,4945,1842,16,1548.0,0
2020,น่าน,เมืองน่าน,8,23466,5709,129,1612.0,0
2020,น่าน,เวียงสา,9,15898,7415,2702,20593.0,0
2020,น่าน,แม่จริม,9,3865,1611,144,1896.0,0
2020,บุรีรัมย์,กระสัง,1,2088,430,0,1630.0,0
2020,บุรีรัมย์,คูเมือง,3,96,45,24,332.0,0
2020,บุรีรัมย์,นางรอง,2,1363,457,7,2357.0,0
2020,บุรีรัมย์,บ้านกรวด,3,507,174,23,1200.0,0
2020,บุรีรัมย์,บ้านด่าน,1,20,12,12,0.0,0
2020,บุรีรัมย์,บ้านใหม่ไชยพจน์,1,2000,345,9,0.0,0
2020,บุรีรัมย์,ประโคนชัย,1,22,11,11,0.0,0
2020,บุรีรัมย์,ปะคำ,2,533,179,4,1718.0,0
2020,บุรีรัมย์,พลับพลาชัย,1,68,0,0,561.0,0
2020,บุรีรัมย์,พุทไธสง,1,2328,776,0,7695.0,0
2020,บุรีรัมย์,ละหานทราย,1,60,20,0,109.0,0
2020,บุรีรัมย์,ลำปลายมาศ,1,3120,1040,0,11314.0,0
2020,บุรีรัมย์,สตึก,1,730,0,0,5345.0,0
2020,บุรีรัมย์,หนองกี่,1,300,20,0,1576.0,0
2020,บุรีรัมย์,ห้วยราช,1,65,23,0,149.0,0
2020,บุรีรัมย์,เฉลิมพระเกียรติ,1,0,0,0,0.0,0
2020,บุรีรัมย์,เมืองบุรีรัมย์,1,6,3,3,0.0,0
2020,บุรีรัมย์,แคนดง,2,35,22,22,0.0,0
2020,บุรีรัมย์,โนนดินแดง,1,56870,3494,11,1411.0,0
2020,ปทุมธานี,คลองหลวง,1,0,30,0,0.0,0
2020,ปทุมธานี,สามโคก,1,0,25,25,0.0,0
2020,ประจวบคีรีขันธ์,กุยบุรี,1,86,28,0,83.0,0
2020,ประจวบคีรีขันธ์,บางสะพาน,1,45,11,0,0.0,0
2020,ประจวบคีรีขันธ์,ปราณบุรี,7,38,38,0,108.0,0
2020,ประจวบคีรีขันธ์,สามร้อยยอด,1,663,221,0,4345.0,0
2020,ประจวบคีรีขันธ์,หัวหิน,7,6563,2843,0,1226.0,0
2020,ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,2,150,38,7,170.0,0
2020,ปราจีนบุรี,กบินทร์บุรี,1,0,3483,0,6000.0,1
2020,ปราจีนบุรี,นาดี,1,0,481,481,0.0,3
2020,ปราจีนบุรี,บ้านสร้าง,1,0,95,0,0.0,0
2020,ปราจีนบุรี,ประจันตคาม,6,0,580,0,0.0,0
2020,ปราจีนบุรี,ศรีมหาโพธิ,1,0,569,0,0.0,0
2020,ปราจีนบุรี,เมืองปราจีนบุรี,4,71,87,0,0.0,0
2020,ปัตตานี,กะพ้อ,1,0,0,0,0.0,0
2020,ปัตตานี,ทุ่งยางแดง,3,792,156,12,0.0,0
2020,ปัตตานี,ปะนาเระ,2,1151,526,8,0.0,0
2020,ปัตตานี,มายอ,3,1611,345,0,734.0,0
2020,ปัตตานี,ยะรัง,2,820,294,0,0.0,0
2020,ปัตตานี,ยะหริ่ง,2,0,420,0,0.0,0
2020,ปัตตานี,สายบุรี,4,6472,1886,0,0.0,0
2020,ปัตตานี,หนองจิก,2,0,0,0,0.0,0
2020,ปัตตานี,เมืองปัตตานี,2,5500,1317,0,270.0,1
2020,ปัตตานี,โคกโพธิ์,1,570,190,0,35.0,0
2020,ปัตตานี,ไม้แก่น,3,1400,390,0,150.0,0
2020,พะเยา,ดอกคำใต้,4,124,46,300,0.0,0
2020,พะเยา,ปง,6,498,203,0,268.0,0
2020,พะเยา,เชียงคำ,6,0,8,0,31.0,0
2020,พะเยา,เชียงม่วน,4,3117,1299,145,0.0,0
2020,พะเยา,เมืองพะเยา,3,163,83,0,330.0,0
2020,พังงา,กะปง,1,0,0,0,0.0,0
2020,พังงา,ตะกั่วทุ่ง,1,217,66,0,0.0,0
2020,พังงา,ตะกั่วป่า,2,0,0,0,0.0,0
2020,พังงา,ท้ายเหมือง,2,678,226,0,0.0,0
2020,พังงา,เมืองพังงา,2,60,11,11,0.0,0
2020,พัทลุง,กงหรา,2,7560,2786,0,13889.0,0
2020,พัทลุง,ควนขนุน,2,21972,7308,0,37578.0,1
2020,พัทลุง,ตะโหมด,1,12460,3115,5,11000.0,1
2020,พัทลุง,บางแก้ว,2,12000,3000,0,16624.0,0
2020,พัทลุง,ปากพะยูน,1,38513,15800,0,10278.0,0
2020,พัทลุง,ป่าบอน,1,11682,3512,0,42924.0,1
2020,พัทลุง,ป่าพะยอม,1,6014,2699,0,4367.0,0
2020,พัทลุง,ศรีนครินทร์,2,7449,3012,420,2516.0,0
2020,พัทลุง,ศรีบรรพต,3,16200,5400,0,830.0,0
2020,พัทลุง,เขาชัยสน,1,33450,12315,0,21443.0,1
2020,พัทลุง,เมืองพัทลุง,4,95002,36956,0,163238.0,0
2020,พิจิตร,โพทะเล,2,250,35,0,674.0,0
2020,พิษณุโลก,ชาติตระการ,1,0,1051,89,645.0,0
2020,พิษณุโลก,นครไทย,5,661,521,0,2680.0,1
2020,พิษณุโลก,พรหมพิราม,1,0,0,22,0.0,0
2020,พิษณุโลก,วังทอง,1,0,297,0,2400.0,0
2020,พิษณุโลก,เนินมะปราง,1,0,0,0,0.0,0
2020,ภูเก็ต,กะทู้,1,0,0,0,0.0,0
2020,ภูเก็ต,เมืองภูเก็ต,2,0,0,0,0.0,0
2020,มุกดาหาร,ดงหลวง,1,0,0,0,0.0,0
2020,ยะลา,กรงปินัง,1,85,25,0,0.0,0
2020,ยะลา,ธารโต,2,332,64,3,0.0,0
2020,ยะลา,บันนังสตา,8,1395,298,2,0.0,0
2020,ยะลา,ยะหา,3,810,149,1,0.0,0
2020,ยะลา,รามัน,6,19419,5636,0,1270.0,1
2020,ยะลา,เบตง,10,2,193,50,0.0,1
2020,ยะลา,เมืองยะลา,7,6556,1710,0,0.0,0
2020,ระนอง,กระบุรี,1,45,20,0,0.0,0
2020,ระนอง,กะเปอร์,1,286,83,0,4.0,0
2020,ระนอง,สุขสำราญ,1,0,0,0,0.0,0
2020,ระนอง,เมืองระนอง,1,0,92,0,0.0,0
2020,ระยอง,บ้านค่าย,2,3420,690,0,900.0,0
2020,ระยอง,บ้านฉาง,1,2500,300,14,0.0,0
2020,ระยอง,ปลวกแดง,1,600,300,300,0.0,0
2020,ระยอง,เมืองระยอง,3,46840,23092,0,50.0,0
2020,ราชบุรี,จอมบึง,3,100,60,0,200.0,0
2020,ราชบุรี,บางแพ,1,0,0,0,0.0,0
2020,ราชบุรี,บ้านคา,1,0,0,0,1210.0,0
2020,ราชบุรี,บ้านโป่ง,4,7155,2385,0,1604.0,0
2020,ราชบุรี,ปากท่อ,3,107,30,0,157.0,0
2020,ราชบุรี,สวนผึ้ง,3,1400,300,0,954.0,0
2020,ราชบุรี,เมืองราชบุรี,3,446,149,4,587.0,0
2020,ราชบุรี,โพธาราม,4,1152,384,0,749.0,0
2020,ลพบุรี,ชัยบาดาล,2,0,0,0,0.0,0
2020,ลพบุรี,พัฒนานิคม,1,117,39,0,335.0,0
2020,ลพบุรี,ลำสนธิ,1,650,385,210,558.0,0
2020,ลพบุรี,สระโบสถ์,4,0,0,1,0.0,0
2020,ลพบุรี,เมืองลพบุรี,1,0,51,0,1150.0,0
2020,ลพบุรี,โคกสำโรง,2,180,60,7,0.0,0
2020,ลพบุรี,โคกเจริญ,1,0,0,0,0.0,0
2020,ลำปาง,งาว,2,672,259,0,63.0,0
2020,ลำปาง,วังเหนือ,8,6623,3060,1489,1642.0,0
2020,ลำปาง,สบปราบ,4,100,28,0,1.0,0
2020,ลำปาง,ห้างฉัตร,4,0,20,0,0.0,0
2020,ลำปาง,เกาะคา,3,1619,324,1,482.0,0
2020,ลำปาง,เถิน,6,310,99,0,0.0,0
2020,ลำปาง,เมืองปาน,5,2237,749,146,791.0,0
2020,ลำปาง,เมืองลำปาง,5,0,0,0,0.0,2
2020,ลำปาง,เสริมงาม,11,1938,627,0,3.0,0
2020,ลำปาง,แจ้ห่ม,6,8303,3625,0,888.0,0
2020,ลำปาง,แม่ทะ,6,372,121,0,2.0,0
2020,ลำปาง,แม่เมาะ,1,0,0,0,0.0,0
2020,ลำพูน,ป่าซาง,1,2249,749,0,2059.0,0
2020,ลำพูน,ลี้,1,1,1,1,0.0,0
2020,ลำพูน,เมืองลำพูน,1,0,545,0,0.0,0
2020,ลำพูน,แม่ทา,8,1387,1152,1,183.0,0
2020,ศรีสะเกษ,กันทรลักษ์,1,24,0,0,124.0,0
2020,ศรีสะเกษ,กันทรารมย์,1,18,18,0,0.0,0
2020,ศรีสะเกษ,ขุขันธ์,2,9,2,1,0.0,1
2020,ศรีสะเกษ,ขุนหาญ,4,12463,7728,86,0.0,0
2020,ศรีสะเกษ,ภูสิงห์,1,353,615,62,0.0,0
2020,ศรีสะเกษ,ราษีไศล,2,623,5128,0,4615.0,0
2020,ศรีสะเกษ,ห้วยทับทัน,1,0,96,0,511.0,0
2020,ศรีสะเกษ,อุทุมพรพิสัย,1,0,0,0,0.0,0
2020,ศรีสะเกษ,เบญจลักษ์,1,9,0,0,99.0,0
2020,ศรีสะเกษ,เมืองศรีสะเกษ,2,0,177,0,0.0,0
2020,ศรีสะเกษ,โนนคูณ,1,0,0,0,0.0,0
2020,สงขลา,กระแสสินธุ์,4,0,0,0,0.0,0
2020,สงขลา,ควนเนียง,3,0,0,0,0.0,0
2020,สงขลา,จะนะ,3,198,42,0,0.0,0
2020,สงขลา,นาทวี,2,501,171,170,2874.0,0
2020,สงขลา,นาหม่อม,1,0,0,0,0.0,0
2020,สงขลา,บางกล่ำ,4,0,0,0,0.0,0
2020,สงขลา,ระโนด,6,0,0,0,0.0,0
2020,สงขลา,รัตภูมิ,1,0,0,0,0.0,0
2020,สงขลา,สทิงพระ,4,0,0,0,0.0,0
2020,สงขลา,สะบ้าย้อย,1,336,96,0,0.0,0
2020,สงขลา,สะเดา,4,0,0,0,0.0,0
2020,สงขลา,สิงหนคร,7,0,0,0,0.0,0
2020,สงขลา,หาดใหญ่,5,0,0,0,0.0,0
2020,สงขลา,เทพา,1,168,56,56,0.0,0
2020,สงขลา,เมืองสงขลา,4,0,0,0,0.0,0
2020,สตูล,ควนโดน,1,8546,2698,2698,0.0,0
2020,สตูล,ทุ่งหว้า,1,135,27,27,64.0,0
2020,สตูล,ท่าแพ,1,194,51,51,0.0,0
2020,สตูล,มะนัง,2,162,45,45,0.0,0
2020,สตูล,ละงู,2,3800,1013,1013,0.0,0
2020,สตูล,เมืองสตูล,7,5458,1302,1302,900.0,0
2020,สมุทรสงคราม,บางคนที,1,0,0,0,0.0,0
2020,สมุทรสงคราม,อัมพวา,1,0,0,0,0.0,0
2020,สมุทรสงคราม,เมืองสมุทรสงคราม,2,0,0,0,0.0,0
2020,สมุทรสาคร,กระทุ่มแบน,2,3000,800,50,0.0,0
2020,สระบุรี,มวกเหล็ก,3,67,19,11,25.0,0
2020,สระบุรี,วังม่วง,1,5,5,3,8.0,0
2020,สระบุรี,วิหารแดง,3,43,17,17,0.0,0
2020,สระบุรี,หนองแค,2,100,56,0,0.0,0
2020,สระบุรี,แก่งคอย,6,110,33,10,488.0,0
2020,สระแก้ว,คลองหาด,2,741,657,8,4573.0,0
2020,สระแก้ว,ตาพระยา,2,109590,31856,0,0.0,0
2020,สระแก้ว,วังน้ำเย็น,2,164,143,103,0.0,0
2020,สระแก้ว,วังสมบูรณ์,2,0,57,0,0.0,0
2020,สระแก้ว,วัฒนานคร,3,0,927,0,0.0,0
2020,สระแก้ว,อรัญประเทศ,4,40543,13498,11952,0.0,1
2020,สระแก้ว,เขาฉกรรจ์,1,0,98,98,0.0,0
2020,สระแก้ว,เมืองสระแก้ว,3,0,115,0,0.0,0
2020,สระแก้ว,โคกสูง,2,846,0,0,0.0,0
2020,สิงห์บุรี,ค่ายบางระจัน,1,0,0,0,0.0,0
2020,สิงห์บุรี,บางระจัน,1,0,0,0,0.0,0
2020,สิงห์บุรี,พรหมบุรี,1,0,0,0,0.0,0
2020,สิงห์บุรี,อินทร์บุรี,1,0,0,0,0.0,0
2020,สิงห์บุรี,เมืองสิงห์บุรี,1,0,0,0,0.0,0
2020,สุพรรณบุรี,ดอนเจดีย์,1,0,0,18,0.0,0
2020,สุพรรณบุรี,บางปลาม้า,7,0,0,5772,813.0,0
2020,สุพรรณบุรี,สองพี่น้อง,6,5685,1508,14476,6117.0,0
2020,สุพรรณบุรี,สามชุก,4,110,95,0,200.0,0
2020,สุพรรณบุรี,หนองหญ้าไซ,5,60,13,9279,3895.0,0
2020,สุพรรณบุรี,อู่ทอง,3,4895,15141,634,21783.0,0
2020,สุพรรณบุรี,เดิมบางนางบวช,3,120,40,805,0.0,0
2020,สุพรรณบุรี,เมืองสุพรรณบุรี,3,0,0,4462,3209.0,0
2020,สุราษฎร์ธานี,กาญจนดิษฐ์,2,19774,4402,6,0.0,0
2020,สุราษฎร์ธานี,คีรีรัฐนิคม,5,290,330,1,300.0,0
