GEOCODE,TAMBON_E,AMPHOE_E,PROV_E,REGION_E,N_YEARS_FLOODED,P_HIST,FC_PROP,P_EVENT,AFF_HH_MEAN,SEV_IDX,HAZARD_SCORE,HAZARD_GRADE,LAT,LONG
571801,Pong Noi,Doi Luang District,Chiangrai,North,4,0.744649079,0.177777778,0.717860023,803,0.532749288,55.01497193,5,20.104,100.068
650801,Wang Thong,Wang Thong District,Phitsanu Lok,North,4,0.768049155,0.227777778,0.77690808,490,0.416162693,55.01141194,5,16.822,100.403
860501,Lamae,Lamae District,Chumphon,southeast,5,0.916067836,0.052777778,0.809041532,361.5,0.357453255,54.91180304,5,9.752,98.945
141202,Ban Phaen,Sena District,Phra Nakhon Si Ayudhya,Central,4,0.760628845,0.3,0.807482085,366,0.359671187,54.89550621,5,14.342,100.417
501001,Mae Ai,Mae Ai District,Chiang Mai,North,4,0.740896359,0.063888889,0.548891018,7229,1,54.88910179,5,20.065,99.262
640507,Tha Chai,Si Satchanalai District,Sukhothai,North,5,0.93592786,0.188888889,0.860508693,213,0.274381551,54.83082012,5,17.444,99.846
540110,Pa Maet,Mueang Phrae District,Phrae,North,4,0.755102041,0.030555556,0.582214967,2206,0.883014549,54.81596265,5,18.158,100.092
500203,Ban Luang,Chom Thong District,Chiang Mai,North,5,0.883753501,0.125,0.66217872,1216,0.655589354,54.81480195,5,18.502,98.6
640406,Dong Dueai,Kong Krailat District,Sukhothai,North,5,0.93592786,0.294444444,0.903501755,128,0.212701273,54.78388642,5,16.92,100.011
501606,Na Kho Ruea,Hot District,Chiang Mai,North,5,0.883753501,0.091666667,0.632105728,1516.5,0.732126813,54.74436405,5,18.009,98.52
901602,Thung Lan,Khlong Hoi Khong District,Songkhla,southeast,3,0.632920885,0.072222222,0.64694335,1354,0.691790251,54.72462262,5,6.886,100.442
640506,Nong O,Si Satchanalai District,Sukhothai,North,5,0.93592786,0.172222222,0.852411667,226,0.282630694,54.66646842,5,17.484,99.751
840801,Tha Khanon,Khiri Rat Nikhom District,Surat Thani,southeast,4,0.762112479,0.022222222,0.669181228,1125,0.630581705,54.55773338,5,9.075,98.874
630704,Wale,Phop Phra District,Tak,North,5,0.948979592,0.138888889,0.877329048,168,0.243679922,54.55582606,5,16.368,98.768
901501,Ching Kho,Singhanakhon District,Songkhla,southeast,4,0.775778028,0.083333333,0.707820383,829,0.541305414,54.54836943,5,7.266,100.524
941009,Khlong Mai,Yarang District,Pattani,southeast,4,0.754924579,0.138888889,0.687363685,975,0.58703962,54.54367009,5,6.735,101.262
901113,Tha Kham,Hat Yai District,Songkhla,southeast,4,0.775778028,0.15,0.759206931,539,0.436475115,54.52909315,5,7.041,100.574
801303,Sao Thong,Ron Phibun District,Nakhon Si Thammarat,southeast,4,0.771645936,0.133333333,0.774103601,469,0.40714727,54.46388839,5,8.252,99.924
860702,Sawi,Sawi District,Chumphon,southeast,5,0.916067836,0.094444444,0.833201784,267,0.307199664,54.45805458,5,10.247,99.081
900313,Khlong Pia,Chanae District,Songkhla,southeast,3,0.632920885,0.041666667,0.618893085,1630,0.759029941,54.4325733,5,6.952,100.632
901201,Na Mom,Na Mom District,Songkhla,southeast,4,0.775778028,0.061111111,0.689328822,947,0.57854893,54.4069637,5,6.965,100.529
860307,Khao Chaiyarat,Pathio District,Chumphon,southeast,4,0.773210693,0.127777778,0.818315483,304,0.327794677,54.32774715,5,10.939,99.349
901511,Muang Ngam,Singhanakhon District,Songkhla,southeast,4,0.775778028,0.083333333,0.707820383,808.5,0.534570658,54.31001958,5,7.347,100.476
630504,Mae La,Tha Song Yang District,Tak,North,5,0.948979592,0.105555556,0.862429765,190,0.259144446,54.29618241,5,17.17,98.359
860404,Na Kha,Lang Suan District,Chumphon,southeast,5,0.916067836,0.277777778,0.911586096,103,0.190802349,54.27594325,5,10.009,99.081
